Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"April 22, 1992",1553,"Mt. Haleakala, Hawaii",Scenic Air Tours,22,Local sightseeing,Beechcraft E18S,N342E,BA-308,9   (passengers:8  crew:1),9   (passengers:8  crew:1),0,During a sight seeing tour the aircraft hit a mountain on the island of Maui. The captain's decision to continue VFR into IFR conditions that obscured mountainous terrain and failure to properly use available navigational aids  to remain clear of terrain.
"April 26, 1992",?,"Saveh, Iran",Saha Airline Services,?,Bandar Manshahr  - Tehran,Fokker F-27 Friendship 400M,5-8815,10499,39   (passengers:35  crew:4),39   (passengers:35  crew:4),0,The plane crashed in unstable weather while en route from Manshahr to Tehran.
"June 06, 1992",2100,"Tucuti, Panama",COPA (Panama),201,"Panama City, Panama - Cali, Colombia",Boeing B-737-204,HP-1205,22059/631,47   (passengers:40  crew:7),47   (passengers:40  crew:7),0,"Twenty minutes after leaving Panama, the aircraft changed course to miss an area of thunderstorms. It then went into uncontrolled high speed dive and broke up at FL 100. Intermittent failure of one gyro caused non-synchronization of attitude indicators. Crew responded by selecting one gyro for both artificial horizons, but selected the wrong one. The selector control operated the opposite way from the one they had trained on. Failure to cross-check against standby indicator. Pilot came out of a left bank and continued into a right bank that eventually rolled the aircraft and caused it to go into a steep dive from which recovery was not possible."
"June 07, 1992",1434,"Mayaguez, Puerto Rico",American Eagle,?,San Juan - Mayaguez,CASA 212 Aviocar 200,N355CA,234,5   (passengers:3  crew:2),5   (passengers:3  crew:2),0,"The aircraft lost control on final approach and crashed in a nose-down into the ground. Failure of the beta blocking device for undetermined reasons. The first officer's inadvertent activation of the power lever aft of the flight idle position and into the beta range, resulting in a loss of airplane control."
"June 22, 1992",0605,"Cruzeiro do Sul, Brazil",VASP,?,Rio Branc - Cruzeiro do Sul,Boeing 737-2A1C,PP-SND,21188/444,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,The cargo plane crashed while on approach after the crew was distracted by a intermittent compartment warning.
"June 22, 1992",1245,"Norlisk, Russia",Krasnoyarsk Airlines,?,Igarka - Omsk,Antonov AN-12,CCCP-11896,AN12145,12   (passengers:7  crew:5),10   (passengers:6  crew:4),0,"A missed approach was followed by the left wing and landing gear hitting the runway which led to a stall and crash, right of the runway. Crew error."
"July 05, 1992",1700,"Near Iyakochchi, Sri Lanka",Military - Sri Lanka Air Force,?,Colombo - Jaffna,Shaanxi Y-8D,CR872,060804,19   (passengers:13  crew:6),19   (passengers:13  crew:6),0,Possibly shot down by LTTA  rebel forces as it attempted to land a the Elephant Pass Army Garrison.
"July 13, 1992",1230,"Bethel, Alaska",Arctic Circle Air Service,?,Bethel - Chevak,Shorts SC-7 Skyvan 3A-200,N20086,SH-1918,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,"Cargo shifted as the cargo plane took off causing a high nose attitude which led to loss of contol. Inadequate security of the cargo which shifted rearward during the takeoff roll. Factors which contributed to the accident were: the over gross weight condition, and the improper alteration of the tie down rings by the overhauling maintenance facility."
"July 14, 1992",?,"Near Nakhichevan, Azerbaijan",Military - Russian Air Force,?,Nakhichevan - Rostov,Antonov AN-12V,CCCP-11111,1347903,34   (passengers:27  crew:7),29   (passengers:24  crew:5),0,Cashed and burned after taking off. Fuel starvation.
"July 14, 1992",?,"Near Bir Fadl, Yemen",Military - Unified Yemen Air Force,?,Nakhichevan - Rostov,Antonov An-12,?,?,57   (passengers:50  crew:7),57   (passengers:50  crew:7),0,Crashed while in a holding pattern and attempting to land at Aden Airport during a sandstorm.
"July 20, 1992",?,"Tbilisi, Georgia",Georgian Air,?,Tbilisi - Mineralnye Vody,Tupolev TU-154B,CCCP-85222,77A-222,24   (passengers:16  crew:8),24   (passengers:16  crew:8),4,Overran the runway while trying to take off and crashed into buildings. Overloaded. Center of gravity too far forward.
"July 24, 1992",1630,"Mt. Lalaboy,  Indonesia",Mandala Airlines,660,Jakarta - Surabaya - Ujung Pandang - Ambon,Vickers Viscount 816,PK-RVU,434,70   (passengers:63  crew:7),70   (passengers:63  crew:7),0,"Crashed into Mt. Lataboy at 2,800 ft. during an approach to Ambon in a severe rainstorm."
"July 24, 1992",?,"Near Skopje, Macedonia",Volga-Dnepr Airlines,?,?,Antonov 12BK,CCCP-11342,00347607,8   (passengers:2  crew:6),8   (passengers:2  crew:6),0,"On approach, the cargo plane went off course while trying to circumnavigate a thunderstorm and impacted a mountain."
"July 27, 1992",1615,"Near Mexico City, Mexico",Aero Eslava,?,Puebla - Mexico City,Vickers 798D Viscount,XA-SCM,392,4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,Flew into a mountain in poor weather on a positioning flight.
"July 30, 1992",1741,"JFK Airport, New York, New York",Trans World Airlines,843,New York City - San Francisco,Lockheed L-1011,N11002,1014,292   (passengers:280  crew:12),0   (passengers:0  crew:0),0,"Immediately after liftoff, the stick shaker activated. The takeoff was aborted but the aircraft ran off the runway and caught fire. A defective stall warning system. A design flaw that allowed the defective stall warning system to go undetected. Failure of TWA's maintenance program to correct a repetitive malfunction of the stall warning system, and inadequate crew coordination between the captain and first officer that resulted in their inappropriate response to a false stall warning."
"July 31, 1992",1245,"Near Kathmandu, Nepal",Thai Airways,311,Bangkok - Kathmandu,Airbus A310-304,HS-TID,438,113   (passengers:99  crew:14),113   (passengers:99  crew:14),0,"The plan was to land at Kathmandu straight in from the south. After experiencing difficulty in deploying the flaps, the captain stated they were too high to come in for a direct landing. He asked to go around and make the approach again. The ATC did not have radar service. After some confusing exchanges between the tower and the aircraft, the captain instead of making a 180 degree turn towards the south, continued the turn to 360 degrees and headed north again. The aircraft eventually flew into a near vertical mountain wall at 240 knots. In the final seconds, the captain interpreted  the Ground Proximity Warning System warning as false. The accident was caused by a combination of occurrences, errors and actions by the captain and ATC. Specifically, the initial problem with the flaps, the lack of radar service, the captain trying to performing too many duties instead of relying on his co pilot,and the use of non-standard phraseology."
"July 31, 1992",1512,"Nanjing, Jiangsu, China",China General Aviation Corporation,7552,Nanjing - Xiamen,Yakovlev YAK-42D,B-2755,2116644,126   (passengers:116  crew:10),108   (passengers:100  crew:8),0,"The aircraft failed to gain altitude after lift-off, touched down again and overran the runway bursting into flames 2,000 feet past the runway. Wrong takeoff configueration."
"August 21, 1992",?,"Colorado, Bolivia",Servicios Aereos Santa Ana,?,La Paz - Santa Ana de Yacuma,Convair CV-440-80,CP-1961,405,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,Crashed into a lake in the Chacaltaya mountains during poor weather conditions.
"August 25, 1992",0515,"Hot Springs, Arizona",Lone Star Airlines,?,Test,Swearingen SA-227AC Metro III,N342AE,AC-545,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,"The aircraft was on a test flight after replacement of all primary flight control cables. The aircraft took off, rolled to the right and crashed. Inadequate maintenance and inspection by the operator's maintenance personnel, and the failure of the pilot-in-command to assure proper travel direction of the airplane's primary flight controls after being made aware of the nature of the maintenance performed."
"August 27, 1992",2244,"Near Ivanovo, Russia",Aeroflot,2808,Donetsk - Ivanovo,Tupolev TU-134A,CCCP-65058,49868/3910,84   (passengers:77  crew:7),84   (passengers:77  crew:7),0,The aircraft crashed 1.5 miles from the airport during approach. Poor landing coordination by the flight crew.
"August 27, 1992",1020,"Gimli, Manitoba, Canada",NewCal Aviation,?,Test,de Havilland Canada DHC-4T Caribou,N400NC,240,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,"The aircraft took off at too steep of an angle during a test flight, stalled, rolled to the right and crashed in a nose-down, right wing low attitude."
"August 27, 1992",?,"Near Iquitos, Peru",Military - Peruvian Air Force - TANS,?,Estrecho - Iquitos,de Havilland Canada DHC-6 Twin Otter 300,FAP304,316,41   (passengers:38  crew:3),8   (passengers:6  crew:2),0,"While en route, one of the aircraft's engines lost power. The pilot declared an emergency and attempted to carry out a forced landing but the aircraft struck trees and crashed."
"August 31, 1992",2232,"Jamba, Angola",Professional Aviation Services,?,Jamba - Pretoria,Douglas DC-3,ZS-DHX,15908/32656,17   (passengers:14  crew:3),3   (passengers:0  crew:3),0,"The plane was unable to maintain altitude after taking off, crashed into trees and caught fire.  The co-pilot became distracted while trying to operate an inconviently placed intercom switch and the aircraft to lose height and drifted to the right."
"September 10, 1992",?,"Bellavista, Peru",Expresso Aéreo,?,Tarapoto - Bellavista,Fokker F-27 Friendship 500,OB-1443,10533,43   (passengers:36  crew:7),1   (passengers:0  crew:1),1,"While attempting to land the nose gear tire blew out causing the plane to veer off the runway, break in three and catch fire. The pilot died after he was trapped in the cockpit."
"September 12, 1992",?,"Kozyrevsk, Russia",Kamchatka Airlines,?,?,Mil Mi-8 (helicopter),RA-22738,98311031,16   (passengers:13  crew:3),9   (passengers:9  crew:0),0,While taking off the helicopter cashed into trees and burst into flames.
"September 16, 1992",1100,"Hana, Hawaii",Air Taxi - Hawaii Helicopters Inc.,?,Sightseeing,Aerospatiale AS-350B,N350SM,1488,7   (passengers:6  crew:1),7   (passengers:6  crew:1),0,"Struck a mountain. The pilot inadequately evaluating the en route weather conditions, and the pilot making the in-flight decision to continue VFR flight into adverse weather conditions. Factors in this accident were the inability of the pilot to see and avoid the mountainous terrain due to the thunderstorms."
"September 18, 1992",?,"Off Curacao, Netherlands Antilles",Aero Ejecutivos,?,Curacao - Miami,Douglas C-118A,YV-502C,44656/619,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane crashed into the Atlantic Ocean while en route.
"September 19, 1992",?,"Bogota, Colombia",Avesca Colombia,?,Villavicencio - Mitu,Curtiss C-46F-1-CU,HK-3468X,22436,11   (passengers:9  crew:2),11   (passengers:9  crew:2),0,Crashed short of the runway after attempting an emergency return to the airport after takeoff. Engine failure.
"September 21, 1992",0921,"Near Kular, Russia",Yakutavia,?,?,Mil Mi-8 (helicopter),RA-22651,8098,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,Crashed into power lines at 40m during an approach to land.
"September 26, 1992",1800,"Near Lagos, Nigeria",Military - Federal Nigerian Air Force,?,Lagos - Kaduna,Lockheed C-130H,NAF911,4624,158   (passengers:154  crew:4),158   (passengers:154  crew:4),0,"The aircraft attempted to ditch into a canal after two engines failed on takeoff. After a third engine failed, the aircraft crashed into a marsh. Fuel contamination."
"September 28, 1992",1430,"Near  Kathmandu, Nepal",Pakistan International Airlines,268,Karachi - Kathmandu,Airbus A300B4-203,AP-BCP,025,167   (passengers:155  crew:12),167   (passengers:155  crew:12),0,"The plane hit cloud covered high ground while attempting to land, 9 nm short of the runway at Bhattedanda hill. The pilot began the descent too early and had miscalculated the aircraft's altitude. Failure of the crew to follow prescribed procedures."
"October 04, 1992",175,"Amsterdam, Netherlands",El Al,1862,Amsterdam - Tel Aviv,Boeing B-747-258F,4X-AXG,21737/362,4   (passengers:1  crew:3),4   (passengers:1  crew:3),39,"Shortly after taking off from Schiphol Airport, while climbing through 6,500 feet, the No. 3 engine separated with its pylon from the aircraft and damaged the leading edge of the right wing. The No. 3 engine separated in such a way that the No. 4 engine and pylon also separated from the wing. During an attempted return to the airport, the aircraft crashed into a 11 story building in the Bijlmermeer residential district. The design and certification of the B-747 pylon was found to be inadequate to provide the required level of safety. The system to ensure structural integrity by inspection failed. The separation of the No. 3 engine was initiated by fatigue (corrosion) in the inboard midspar fuse pin. This led to loss of the No. 4 engine and pylon and damage to several systems which ultimately led to loss of control of the aircraft. This was the second accident attributed to the same cause. Boeing soon after changed the fuse pin design."
"October 07, 1992",0930,"Berkeley Springs, West Virginia",Miltiary - U.S. Airforce,?,Training,Lockheed C-130E Hercules,63-7881,3952,6   (passengers:0  crew:6),6   (passengers:0  crew:6),0,Struck power lines and crashed.
"October 08, 1992",?,"Near Dingxi, China",Wuhan Airlines,?,Lanzhou - Xi'an,Avia 14M-40,B-4211,108807113,35   (passengers:28  crew:7),14   (passengers:9  crew:5),0,Crashed 45 miles southeast of Lanzhou while attempting to return to the airport after experiencing engine failure.
"October 09, 1992",?,"Mogadiscio, Somalia",Kiev Production Association,?,?,Antonov 32,CCCP-48088,2905,13   (passengers:7  crew:6),1   (passengers:0  crew:1),0,The cargo plane veered off the runway and crashed while attempting to land at night with just the headlights of several trucks.
"October 18, 1992",?,"Near Garut, Jawa, Indonesia",Merpati Nusantara Airlines,?,Semarang - Bandung,CASA 235-10,PK-MNN,N-013,31   (passengers:27  crew:4),31   (passengers:27  crew:4),0,The aircraft was descending in heavy rain when it crashed into Mt. Papandayan.
"October 19, 1992",1058,"Near Usti Nem, Russia",Syktyvkar Avia,302,Ust'-Him - 	Syktyvkar,Antonov AN-28,CCCP-28785,IAJ005-18,16   (passengers:14  crew:2),15   (passengers:13  crew:2),0,Crashed on takeoff. The aircraft became airborne but then stalled and crashed. Engine failure.
"October 21, 1992",?,"Near Lake Caballochoa, Peru",Military - Peruvian Air Force,?,?,de Havilland Canada DHC-6 Twin Otter 300,FAP306,379,11   (passengers:8  crew:3),8   (passengers:7  crew:1),0,The float-plane crashed into the lake after experiencing engine failure while en route.
"October 29, 1992",?,"Chita, Russia",Aeroflot,?,Petropavlovsk - Novosobrisk,Antonov AN-8,CCCP-69346,OD-3430,14   (passengers:9  crew:5),13   (passengers:8  crew:5),0,"Crashed 1,600m short of the runway threshold while attempting to land at Chita."
"November 11, 1992",?,"Off Bombay, India",Military - Indian Air Force,?,?,Mil Mi-8 (helicopter),?,?,20   (passengers:?  crew:?),20   (passengers:?  crew:?),0,The rotor blades hit an oil rig in the Arabian Sea.
"November 11, 1992",?,"Near Tver, Russia",Military - Russian Air Force,?,Migalovo AB - Yerevan,Antonov AN-22A,CCCP-09303,53483299,33   (passengers:26  crew:7),33   (passengers:26  crew:7),0,After climbing to a height of 800 ft. the plane dove into the ground. Improper loading and overloaded.
"November 14, 1992",0710,"Near Nha Trang, Vietnam",Vietnam Airlines,474,Ho Chi Minh City - Nha Trang,Yakovlev YAK-40,VN-A449,9631848,31   (passengers:25  crew:6),30   (passengers:24  crew:6),0,Crashed into a hilly area while landing during a severe rainstorm.  Failure to supply an adequate weather report or interpret the report correctly. Failure to appreciate the severity of the weather encountered on route and to take appropriate evasive action. Failure to provide adequate airfield approach aids to support the all weather operations required.  Failure to maintain adequate terrain clearance.  Poor Air Traffic Control.
"November 15, 1992",1845,"Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,?,Santo Domingo - Porto Plata,Ilyushin IL-18D,CU-T1270,187010301,34   (passengers:28  crew:6),34   (passengers:28  crew:6),0,Crashed into an 850 meter high peak while on approach to Puerto Plata. Controlled flight iinto terrain.
"November 24, 1992",0752,"Near Guilin, China",China Southern Airlines,3943,Guangzhou - Guilin,Boeing B-737-3Y0,B-2523,24913/2052,141   (passengers:133  crew:8),141   (passengers:133  crew:8),0,"The aircraft crashed into a 7,000 ft. mountain, 15 miles from the airport while on apporach. Malfunction of the thrust lever which caused a loss of control of the aircraft."
"November 30, 1992",2120,"Near Harlem, Montana",Military - U.S. Air Force / Military - U.S. Air Force,?,?,Lockheed C-141B / Lockheed C141B,650255/660142,6106 / 6168,13   (passengers:0  crew:13),13   (passengers:0  crew:13),0,"The two aircraft on a training mission and refueling collided in darkness at 25,000 ft. and crashed to the ground. Seven killed on 65-0255 and 6 on 66-0142"
"December 09, 1992",?,"Uruapan, Mexico",Aero Sudpacifico,?,Uruapan - Guadalajara,Britten-Norman BN-2B-27 Islander,XA-RML,864,9   (passengers:8  crew:1),9   (passengers:8  crew:1),0,Crashed in the Sierra Madre mountains shortly after taking off.
"December 13, 1992",?,"Goma, Congo",Scibe Airlift Cargo Zaire,140,Kindu - Goma,Fokker F-27 Friendship 400M,9Q-CBH,10649,37   (passengers:31  crew:6),37   (passengers:31  crew:6),0,"The aircraft flew into high ground at 8,800 ft. while positioning for an approach to Goma.The accident happened in darkness. Premature descet,"
"December 14, 1992",?,"Lata, Georgia",Military - Russian Air Force,?,?,Mil Mi 8T (helicopter),?,?,61   (passengers:?  crew:?),61   (passengers:?  crew:?),0,Shot down by a surface-to-air missile by Georgian rebel forces.
"December 21, 1992",0753,"Faro, Algarve, Portugal",c Holland NV,495,Amsterdam - Faro,McDonnell Douglas DC-10-30CF,PH-MBN,46924,340   (passengers:327  crew:13),56   (passengers:54  crew:2),0,"While attempting a second landing in high winds, during a storm, the aircraft's wing tip hit the runway resulting in the aircraft departing the runway and causing a fuel tank to explode. The high rate of descent in the final phase of the approach and the landing made on the right landing gear which exceeded the structural limitations of the aircraft.The crosswind, which exceeded the aircrafts limits and which occurred in the final phase of the approach and during landing. The combination of both factors caused stresses which exceeded the structural limitations of the aircraft. In addition, there were four moments when the pilots should have decided to abort the landing and do a go-around. This because the runway was flooded with water, the plane had left the flight path and was unstable during landing. In addition, the pilots did not properly correct for the windshear, flew too slowly and made errors with the automatic pilot."
"December 22, 1992",1000,"Tripoli, Libya",Libya Arab Airlines / Military -  Libya Air Force,1103,Benghazi - Tripoli,Boeing B-727-2L5 / MiG23UB,5A-DIA,21050/1108,157   (passengers:147  crew:10),157   (passengers:147  crew:10),0,"Midair collision with an Libyan Air Force fighter at 3,500 ft."
