Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"May 13, 1977",0845,"Beiruit, Lebanon",LOT Polish Airlines,?,"Varna, Bulgaria  - Beiruit, Lebanon",Antonov An-12BP,SP-LZA,6344307,9   (passengers:0  crew:9),9   (passengers:0  crew:9),0,The cargo plane struck power lines and trees while attempting to land.
"May 14, 1977",0933,"Near Lusaka, Zambia",IAS Cargo,?,"Nairobi, Kenya  - Luskaka, Zambia",Boeing 707-321C,G-BEBP,18579/332,6   (passengers:1  crew:5),6   (passengers:1  crew:5),0,"The elevator assembly separated in mid-flight. The plane nose dived and crashed. The in-flight separation of the right hand horizontal stabilizer and elevator as a result of a combination of metal fatigue and inadequate failsafe design in the rear spar structure. Shortcomings in design assessment, certification and inspection procedures were contributory factors."
"May 16, 1977",1735,"New York, New York",New  York Helicopter,?,Pan Am building - JFK Airport,Sikorsky S61L,N619PA,61427,25   (passengers:22  crew:3),4   (passengers:4  crew:0),1,"While passengers were loading aboard the helicopter on top of the Pan Am building, the landing  gear collapsed causing the helicopter to tip on its side.  Four people, waiting to board the craft  were killed by the rotating blades. One of the blades tore loose and struck a window breaking in two. One-half of the blade then sailed two blocks striking and killing a pedestrian, 800 feet below the heliport. Fatigue failure of the upper right forward fitting of the right main landing gear tube assembly. The fatigue originated from a small surface pit of undetermined source."
"May 27, 1977",0845,"Havana, Cuba",Aeroflot,SU-331,Lisbon - Havana,Ilyushin IL-62M,CCCP-86614,51903,69   (passengers:59  crew:10),67   (passengers:57  crew:10),0,Struck power lines and crashed 1 m from the runway while attempting to land.
"June 03, 1977",?,"Natal, Brazil",Military - Brazilian Air Force,?,?,Embraer C-95 Bandeirante,FAB2157,110057,18   (passengers:16  crew:2),18   (passengers:16  crew:2),0,?
"June 20, 1977",?,"Salto-Nueva Hesperides, Uruguay",Fuerza Aérea Uruguaya,?,Carrasco - Salto-Nueva Hesperides,Embraer 110C Bandeirante,CX-BJE,110083,15   (passengers:13  crew:2),12   (passengers:10  crew:2),0,Crashed into trees while making an ILS approach.
"June 21, 1977",2230,Off Wake Island,Military - U.S. Navy,?,Wake-Agana,Lockheed EC-130Q,156176,4280,16   (passengers:0  crew:16),16   (passengers:0  crew:16),0,Crashed into the Pacific Ocean and exploded moments after taking off from Wake Island Air Base. The plane rose no higher than 400 ft. before crashing one mile from the end of the runway.
"July 06, 1977",2330,"Saint Louis, Missouri",Fleming International Airways,?,"Saint Louis, MO - Detroit, MI",Lockheed L-188AF Electra,N280F,1076,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,"After taking off the cargo plane's No. 2 engine did not develop power, the plane rolled to the right and crashed. Attempted operation with known deficiencies in equipment. Failed to follow approved procedures. Inadequate maintenance and inspection."
"July 08, 1977",?,"Off Kirovograd, Ukraine",Aeroflot,?,?,Antonov AN-24,CCCP-46847,27307505,7   (passengers:?  crew:?),6   (passengers:?  crew:?),0,Crashed into the Black Sea shortly after taking off from Kirovograd.
"July 14, 1977",1230,"Near Cuangar, Angola",Military - Angolan Air Force,?,?,Antonov AN-26,?,?,30   (passengers:25  crew:5),30   (passengers:25  crew:5),0,Shot down by rebels near the Namibia border as it took off.
"July 20, 1977",1730,"Jima, Ethiopia",Ethiopian Airlines,?,Tippi - Jima,Douglas DC-3,ET-ABF,6069,5   (passengers:2  crew:3),5   (passengers:2  crew:3),0,"The cargo plane crashed into a mountainside in poor weather, visibility and rain showers."
"July 20, 1977",?,"Vitim, Russia",Aeroflot,B-2,Vitim - Irkutsk,Ilyushin IL-14M,CCCP-52096,086806109,40   (passengers:34  crew:6),40   (passengers:34  crew:6),0,"The crew attempted to take off in tailwind, stalled, contacted trees and crashed"
"July 24, 1977",1900,"Near Puerto Montt, Chile",Military - Chilean Air Force,?,Punta Arenas - Santiago,Douglas DC-6B,FAC-989,45534,82   (passengers:75  crew:7),38   (passengers:31  crew:7),0,Crashed into a swamp and burst into flames as it attempted to land in heavy rain at night.
"July 25, 1977",0800,"Near Yoro, Honduras",Military - Honduran Air Force,?,Yoro - Honduran,Douglas C-47,FAH-301,6096,40   (passengers:36  crew:4),25   (passengers:?  crew:?),0,The left engine exploded in flight and the plane crashed into mountainous terrain. Plane was overloaded with passengers.
"August 01, 1977",1236,"Encino, California",Private KNBC Los Angeles,?,Burbank - Santa Barbara,Bell 206B JetRanger,N4TV,?,2   (passengers:1  crew:1),2   (passengers:1  crew:1),0,"The helicopter, piloted by Francis Gary Powers, 48, crashed in Balboa Park on the way back from covering a news story on a brush fire in Santa Barbara. Francis Gary Powers was famous for piloting the U-2 spy plane in 1960 that was shot down by the Russians and caused a major political crisis for President Eisenhower.  Powers was a helicopter pilot and newscaster for KNBC in Los Angeles. Power's cameraman was also killed. The helicopter apparently ran out of fuel."
"August 20, 1977",2106,"San Jose, Costa Rica",Monarch Aviation,?,Catalina Island-Long Beach,Convair CV-880,N8817E,?,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,"The cargo plane took off struck trees, crashed and burned."
"August 25, 1977",0540,"Kona, Hawaii",Island Airways,?,Honolulu-Kailua Kona,Shorts SC-7 Skyvan 3-200,N4917,SH-1850,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"The cargo plane stalled, went into a spin and crashed short of the runway. Failure to maintain flying speed."
"September 02, 1977",0838,Off Hong Kong,Transmeridian Air Cargo,3751,Hong Kong-Bangkok,Canadair CL-44D4-2,G-ATZH,21,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,"The No. 4 engine failed shortly after taking off. A fire developed and the plane crashed into the ocean. A loss of control following in-flight separation of the right-hand outboard wing section and the No.4 engine. These failures followed a No.4 engine failure, an internal engine fire and a fire in the aircraft fuel system eventually resulting in a massive external fire."
"September 04, 1977",?,"Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,?,Guayaquil - Cuenca,Vickers Viscount 764D,HC-BCL,185,33   (passengers:29  crew:4),33   (passengers:29  crew:4),0,Struck a mountain peak in the Cajas mountains  in poor weather . Flying VFR in IFR conditions.
"September 06, 1977",1452,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,302,Iliamna - Anchorage,de Havilland Canada DHC-6 Twin Otter 200,N563MA,196,13   (passengers:11  crew:2),13   (passengers:11  crew:2),0,"Crashed in level flight  into Mt. Iliamna glacier at 7,000 feet. Failure of the flight crew to use proper navigational procedures for the route being flown especially their failure to use the available backup means of navigation to verify the position and progress of the flight. Recovery of bodies or wreckage not possible."
"September 08, 1977",?,"Mt. Loi Hsam Hsao, Burma",Burma Airways,?,Mongasat - Keng Tung,de Havilland Canada DHC-6 Twin Otter 300,XY-AEH,540,19   (passengers:16  crew:3),19   (passengers:16  crew:3),0,Crashed in the jungles of eastern Burma.
"September 12, 1977",0012,"Yakutat, Alaska",Safe Air Cargo,?,Yakutat - Anchorage,Douglas DC-7BF,N6314J,45359/868,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,The cargo plane did not gain altitude after taking off and crashed into trees 2.5 miles from the runway. The aircraft was overloaded and lost an engine on takeoff.
"September 14, 1977",2348,"Near Albuquerque, New Mexico",Military - U.S. Air Force,?,Kirtland AFB - Nellis AFB,Boeing - EC-135K,62-3536,?,20   (passengers:0  crew:20),20   (passengers:0  crew:20),0,Crashed into a mountain peak in the Manzano range shortly after taking off and making a right bank. The aircraft was observed flying too low and did not heed the controller's warnings. Fatigue may have played a part in the accident.
"September 22, 1977",1659,"Bucharest, Romania",Malev Hungarian Airlines,?,Istanbul - Bucharest,Tupolev TU-134,HA-LBC,8350605,53   (passengers:45  crew:8),29   (passengers:21  crew:8),0,Crashed short of the runway. The aircraft was being flown at reduced power and went unnoticed by the crew until it struck the ground in level flight..
"September 27, 1977",?,"Kuala Lumpur,  Malaysia",Japan Air Lines,715,Tokyo-Hong Kong-Kuala Lumpur,McDonnell Douglas DC-8-62H,JA-8051,46152/550,79   (passengers:69  crew:10),34   (passengers:26  crew:8),0,The aircraft struck a hill 4 miles short of the runway while on  a VOR approach during a thunderstorm. Crew error. Descended below MDA.
"October 20, 1977",1852,"Near Gillsburg, Mississippi",L & J Company,?,Greenville - Baton Rouge,Convair CV-300,N55VM,003,26   (passengers:24  crew:2),6   (passengers:4  crew:2),0,"The crew diverted to Mc Comb because of low fuel. Both engines quit before the aircraft could land and a forced landing was attempted in a wooded area. The plane struck trees before it could make a forced landing in an open field. Lead singer Ronnie Van Zant, 29, guitarist Stevie Gaines, back up vocalist Cassie Gaines and assistant manager Dean Kilpatrick of the Lynyrd Skynyrd band killed.  Several other members of the band were seriously injured. Fuel exhaustion due to crew inattention of the fuel supply. Contributing factors were improper flight planning and a malfunction in the No.2 engine which caused a higher than normal fuel consumption."
"October 21, 1977",1030,"Mindoro, Philippines",Military - U.S. Marine Corps,?,?,Sikorksky CH-53 (helicopter),157139,?,37   (passengers:33  crew:4),24   (passengers:?  crew:?),0,"After lifting a water container the aircraft began rotating until control was lost and contact was made with the ground, shearing off the tail rotor and a large portion of the tail assembly. New engines were installed in the CH-53s to increase the power of the main rotor and on a whole to make the helicopter more powerful. However, it was soon evident that the tail rotor could not balance the increased power created by the main rotor. Under certain conditions the aircraft would become unstable and lose directional heading. Sikorsky warns of these conditions. To compensate for the mistake that had been made, Sikorsky designed and tested a bell crank system to stabilize the rear rotor. After seven years, this helicopter was still not retrofitted with the bell crank system. Gross weight of the container exceeded the lifting capacity of the helicopter. No restrains used by the passengers."
"November 03, 1977",?,"San Cristobal de las Casas, Mexico",Servicios Aereos Martinez Leon,?,Palenque - San Cristobal de las Casas,Britten-Norman BN-2A-8 Trislander,XA-FUA,0388,13   (passengers:12  crew:1),13   (passengers:12  crew:1),0,"Exploded, crashed and burned on approach."
"November 19, 1977",2148,"Near Funchal, Island of Madeira, Portugal",TAP (Air Portugal),425,Brussels - Funchal,Boeing B-727-282,CS-TBR,20972/1096,164   (passengers:156  crew:8),131   (passengers:125  crew:6),0,"The aircraft landed 1,000 ft. past the aiming point of the runway in heavy rain, overran the runway and plunged off a cliff during a third landing attempt. Hydroplaning, due to poor drainage on the runway. Excessive speed during landing. In the last attempt, the plane was 44 ft high in the begining of the runway flying at 150 kt. Then a sudden tail wind increases the speed to 155 kt. Cross winds from several directions made the plane unstable. Tail winds alternated with frontal winds making the speed unstable. The plane only hit the runway after 800m. The same cross winds make it impossible to align to the center of the runway. Then aquaplaning did the rest."
"November 19, 1977",0412,"Rome, Italy",Ethiopian Airlines,?,"Rome, Italy - Asmara, Ethiopia",Boeing 707-360C,ET-ACD,19736/696,5   (passengers:2  crew:3),5   (passengers:2  crew:3),0,The cargo plane failed to gain altitude and crashed into trees.
"November 21, 1977",1004,"Near Bariloche, Argentina",Austral Lineas Aeras (Argentina),?,Buenos  Aires - San Carlos de Bariloche,BAC One-Eleven 420EL,LV-JGY,155,79   (passengers:74  crew:5),46   (passengers:41  crew:5),0,The flight crashed into high ground after a second landing attempt. Procedural error by the crew during the final approach in that they abandoned the ILS procedure. This was influenced by the interruption of the VOR signal.
"November 26, 1977",0230,"Near Beziers, France",Military - French Air Force,?,Mont-de-Marsan-Hyères,Nord 2501 Noratlas,182,182,32   (passengers:28  crew:4),32   (passengers:28  crew:4),0,Crashed into mountains north of the city in fog and adverse weather conditions.
"December 02, 1977",?,"Near Al Bayda, Lebanon",Balkan Bulgarian Airlines,?,Jeddah - Benghazi,Tupolev TU-154B,LZ-BTN,054,165   (passengers:159  crew:6),59   (passengers:59  crew:0),0,"After not being able to land at the scheduled airport due to fog, the crew could not find the alternate airport, ran out of fuel and crashed."
"December 04, 1977",2036,"Straits of Johore, near Kampung Ladang, Malaysia",Malaysia Airlines,653,Penang - Kuala Lumpur,Boeing B-737-2H6,9M-MBD,20585/306,100   (passengers:93  crew:7),100   (passengers:93  crew:7),0,"During a hijacking and while descending from 21,000 to 7,000 feet, both pilots were shot and the aircraft crashed into a swamp."
"December 08, 1977",1200,"Intracostal City, Louisiana",Petroleum Helicopter,?,?,SNIAS SA330J,N4730S,?,19   (passengers:18  crew:1),17   (passengers:16  crew:1),0,Collided with cable crane. Crane operator failed to park crane boom in stowed position.
"December 09, 1977",1925,"Tarko-Saley, USSR",Aeroflot,134,Tarko-Sale - Surgut,Antonov AN-24,CCCP-47695,27307602,23   (passengers:18  crew:5),17   (passengers:13  crew:4),0,The plane took off at night and entered a steep attitude after the flaps were raised and crashed.
"December 11, 1977",1120,"Hierro, Canary Islands",Military - U.S. Navy,?,Lajes-Lajes,Lockheed P-3B Orion,153428,185-5225,13   (passengers:0  crew:13),13   (passengers:0  crew:13),0,"While on patrol the plane flew into a 4,200 ft. mountain at 1,200 ft."
"December 13, 1977",1922,"Evansville, Indiana","National Jet Services Inc.,  (Air Indiana)",216,Evansville - Nashville,Douglas DC-3,N51071,4837,29   (passengers:26  crew:3),29   (passengers:26  crew:3),0,"The plane crashed during takeoff in rain and fog. Killed, were the entire Evansville basketball team. The aileron on one wing and rudder remained locked upon takeoff, which made it extremely difficult to bank. An attempted takeoff with the rudder and right aileron control locks installed, in combination with a rearward center of gravity. Improperly loaded luggage which resulted in rearward center of gravity which resulted in the aircraft's rotating to a nose-high attitude immediately after takeoff and entering the region of reversed command from which the pilot was unable to recover."
"December 18, 1977",2014,"Off Madeira, Portugal",SATA,730,Zurich-Genève-Funchal,Aerospatiale Caravelle 10R,HB-ICK,200,57   (passengers:52  crew:5),36   (passengers:35  crew:1),0,Ditched into the ocean while on a second approach. Crew error. Sensory illusion.
"December 18, 1977",0138,"Near Salt Lake City, Utah",United Air Lines,2860,"San Francisco, CA - Salt Lake City, Utah",Douglas DC-8-54F,N8047U,45880/275,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,"While in a holding pattern because of electrical problems the cargo plane cashed into 7,600 ft. mountain. The approach controller's issuance and the flight crew's acceptance of an incomplete and ambiguous holding clearance in combination with the flight crew's failure to adhere to prescribed impairment-of-communications procedures and prescribed holding procedures. The controller's and flight crew's actions are attributed to probable habits of imprecise communication and of imprecise adherence to procedures developed through years of exposure to operations in a radar environment. Contributing to the accident was the failure of the aircraft's No.1 electrical system for unknown reasons."
"December 19, 1977",0748,"Vieques, Puerto Rico",Vieques Air Link,?,"St Croix, VI - Vieques, PR",Britten-Norman BN-2A Islander,N862JA,184,10   (passengers:9  crew:1),5   (passengers:5  crew:0),0,The plane made a forced landing in the ocean. Fuel exhaustion. Inadequate preflight planning. Mismanagement of fuel.
"December 24, 1977",?,"Willemstad, Curacao, Netherlands Antilles",Valley Air Service,?,Charlotte Amalie-Willemstad,Piper PA-31-350 Navajo,N9164Y,31-217,10   (passengers:8  crew:2),10   (passengers:8  crew:2),0,?
"December 29, 1977",?,"Cuenca, Ecuador",Servicios Aereos Nacionales,?,Guayaquil - Cuenca,Vickers Viscount 764 D,HC-BEM,183,24   (passengers:20  crew:4),24   (passengers:20  crew:4),0,Crashed into a hill while descending for a landing. Flying under VFR in IFR conditions.
