Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"April 17, 1936",?,"Orvin, Switzerland",Deutsche Lufthansa,?,Test flight,Junkers JU-52,D-ASOR,5044,5   (passengers:0  crew:5),3   (passengers:0  crew:3),0,Deviated from the prescribed course and hit a mountain in poor weather conditions. Navigation error by the crew.
"April 21, 1936",?,"Senlis, France",Sabena,?,Paris - Brussels - Cologne,Fokker F-VII,OO-AIF,?,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,Following taking off the cargo plane went out of control and crashed near Le Bourget Airport.
"April 30, 1936",?,"Basel, Switzerland",Swissair,?,?,General Aviation GA-43,HB-ITU,2204,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The cargo plane crashed into Mt. Rigi at night in poor weather conditons.
"May 16, 1936",?,"Mount Waverley, Australia",Holymans Airways,?,Training,De Havilland DH-60 Moth,VH-UII,895,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The aircraft hit telephone wires and a chimney before crashing in flames into a house.
"June 09, 1936",?,"Malmo, Sweden",A B Aerotransport,?,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,5359,15   (passengers:11  crew:4),1   (passengers:1  crew:0),0,"All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.The captain mistakenly opened the throttles instead of selecting the propeller pitch handles while the engines were in weak mixture, causing all four to stall out."
"June 13, 1936",?,"Hannover, Germany",Deutsche Lufthansa,?,?,Junkers JU-160,D-UPYM,4211,6   (passengers:4  crew:2),1   (passengers:1  crew:0),0,"The pilot attempted an emergency landing in a field after the engine failured. The aircraft was named ""Puma."""
"June 16, 1936",0700,"Mt. Lihesten, Norway",Den Norske Luftfartskole,?,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,4077,7   (passengers:3  crew:4),7   (passengers:3  crew:4),0,"While cruising, the aircraft crashed into the south face of Mt. Lyhesten in fog."
"July 15, 1936",?,"Zagreb, Croatia",Aeroput,?,Belgrade - Zagreb - Ljubljana,Spartan Cruiser,YU-SAP,1,7   (passengers:5  crew:2),7   (passengers:5  crew:2),0,Shortly after taking off in fog the aircraft went out of control and crashed into a field.
"July 28, 1936",?,"Kulyab, Tajikistan",Aeroflot,?,?,Tupolev ANT-9,?,?,6   (passengers:4  crew:2),6   (passengers:4  crew:2),0,The landing gear failed on landing. The aircraft veered off the runway and burst into flames.
"July 31, 1936",1930,"Off Channel Islands, Jersey",Guernsey Airways,?,Saint Pierre - Saint-Hélier,Saro A-19 Cloud,G-ABXW,A-19/4,10   (passengers:8  crew:2),10   (passengers:8  crew:2),0,Ditched at sea. Loss of all engines necessitating a ditching at sea.
"August 02, 1936",0600,"Mazamet, France",Air France,?,Paris - Toulouse - Dakar - Natal - Rio de Janeiro,Wibault 280,"F-ANBL
F-ANBL",15,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The mail plane crashed into mountains 50 miles from Toulouse in fog.
"August 03, 1936",?,"Ciudad Serdan,Mexico",Mexicana,?,?,Lockheed 9 Orion,XA-BAY,169,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed while delivering mail.
"August 05, 1936",2200,"St. Louis, Missouri",Chicago Southern Airlines,4,New Orleans - Chicago,Lockheed 10B Electra,NC16022,1057,8   (passengers:6  crew:2),8   (passengers:6  crew:2),0,"Crashed while attempting to take off from Lambert Field.  The making of a turn at an extremely low altitude, for reasons unknown, in which the wing of the airplane unintentionally contacted the ground."
"August 06, 1936",?,"Choco, Colombia",SCADTA,?,?,Junkers F-13,C-40,?,3   (passengers:1  crew:2),2   (passengers:1  crew:1),0,The float plane crashed under unknown circumstances.
"August 12, 1936",0300,"Altenkirchen, Germany",British Airways,?,Hanover - Cologne - London-Gatwick,De Havilland DH-86,G-ADEB,2324,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The mail plane crashed at night under unknown circumstances.
"August 22, 1936",?,"Mirabella, Greece",Imperial Airways,?,Alexandria - Mirabella - Brindisi - Southampton,Short S-17 Kent,G-ABFA,S-758,11   (passengers:8  crew:3),2   (passengers:2  crew:0),0,"While attempting to land, the plane hit high waves and broke up. Strong lateral winds while landing on rough sea."
"September 05, 1936",2200,"Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,?,Sightseeing,Stinson SM 6000B,NC117S,5025,11   (passengers:10  crew:1),10   (passengers:9  crew:1),0,Lost all three engines after the fuel supply was cut off. Possibly a passenger shut off the fuel supply by accident with the heel of her shoe. One 17 year old girl survived.
"September 24, 1936",?,"Benghazi, Libya",Ala Littoria SA,?,"Addis Ababa, Ethiopia - Rome, Italy",CRDA CANT Z-506,I-RODI,301,10   (passengers:7  crew:3),9   (passengers:7  crew:2),0,"Suffered engine failue on the approach,struck the mast of a ship and burst into flames."
"September 25, 1936",?,English Channel,Imperial Airways,?,Croydon - Paris,Boulton and Paul P-71,G-ACOX,P-71-1,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,Crashed under unknown circumstances while delivering mail.
"September 28, 1936",?,"Walsenberg, Colorado",Varney Air Lines,?,"El Paso, TX - Pueblo, CO",Lockheed  5 Vega,NC176W,129,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.
"September 29, 1936",?,"Napierville, Illinois",Blue Bird Air Service,?,?,Lockheed Vega 5C,NC959Y,170,4   (passengers:3  crew:1),4   (passengers:3  crew:1),0,"A half-hour after taking off, the engine failed and the plane crashed into a fence and burst into flames  while making a forced landing."
"October 06, 1936",?,"Francisco Rueda,  Tabasco, Mexico",Mexicana,?,?,Lockheed Orion,XA-BDH,174,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,The mail plane crashed for reasons unknown.
"October 09, 1936",?,"Selby, North Yorkshire, United Kingdom",North Sea Aerial and General Transport,?,?,Blackburn B-2,G-ABWI,4700-1,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,The mail plane crashed under unknown circumstances.
"November 01, 1936",1500,"Near Tabarz, Germany",Deutsche Lufthansa,?,Frankfurt - Erfurt,Junkers JU-52,D-APOO,5506,15   (passengers:12  crew:3),11   (passengers:8  crew:3),0,"While encountering heavy fog the aircraft was flying too low and hit tree tops before crashing into flames in a wooded area. It was believed that the pilot had ‘lost his bearings’ while flying in a heavy fog, resulting in either a controlled impact with the terrain or an uncontrolled descent into the ground."
"November 17, 1936",1400,"Nurnberg, Germany",Deutsche Lufthansa,?,Leipzig - Nuremberg,Junkers JU-52/3m,D-ASUI,5498,16   (passengers:13  crew:3),4   (passengers:3  crew:1),0,"On approach to Nuremberg Airport in foggy conditions, the aircraft deviated from the prescribed course and was too low when it hit tree tops and crashed in a wooded area. Pilot error."
"November 19, 1936",0338,"London, England",British Airways,?,Hanover - London,Fokker F-XII,G-AEOT,5300,4   (passengers:0  crew:4),2   (passengers:0  crew:2),0,The mail plane attempted to land in strong winds and poor weather conditons. Pilot error.
"December 04, 1936",1200,"Near Grenoble, France",Deutsche Lufthansa,?,Lisbon - Burgos - Geneva - Munich,Junkers JU-52/3m,D-ASIH,5078,6   (passengers:3  crew:3),6   (passengers:3  crew:3),0,"Crashed into the French Alps  in high winds. The plane was named ""Rudolf Windisch."""
"December 06, 1936",?,"Near Moscow, Russia",Deruluft,?,Berlin - Moscow,Antonov AN-9,CCCP-D311,160,14   (passengers:11  crew:3),9   (passengers:7  crew:2),0,Crashed short of the runway while attempting to land.
"December 07, 1936",1047,"Off Dakar, French West Africa",Air France,?,Marseille - Dakar - Natal - Rio de Janeiro,Latécoère 300 (float plane.,F-AKGF,01,5   (passengers:1  crew:4),5   (passengers:1  crew:4),0,"The last message from the aviator was ""we have switched off the rear engine."" The plane and crew of four were never found. Aviator Jean Mermoz killed."
"December 09, 1936",1030,"Croydon, England",KLM Royal Dutch Airlines,?,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,17   (passengers:13  crew:4),15   (passengers:12  crew:3),0,The aircraft crashed into houses while attempting to take off in heavy fog. A stewardess and the radio operator survived. Aircraft designer Juan de la Cierva killed. Pilot error. Piilot did not maintain directional control of the aircraft and abort the takeoff
"December 15, 1936",0314,"Near Salt Lake City, Utah",Western Air Express,6,Burbank - Las Vegas - Salt Lake City,Boeing 247D,NC13370,1957,7   (passengers:4  crew:3),7   (passengers:4  crew:3),0,Crashed into Lone Peak while attempting to land at Salt Lake. Inability of the pilots to identify the south leg of the Salt Lake radio range due to a local static condition which rendered both range receivers in the airplane inoperative.
"December 18, 1936",0323,"Kellogg, Idaho",Northwest Orient Airlines,?,Chicago - Minneapolis - Missoula - Seattle,Lockheed 10 Electra,NC14935,1024,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"The mail plane crashed into Early Creek Ridge, 15 miles south of Kellogg, in a blizzard. Pilot error in not following the radio range course upon leaving Missoula and failing to ascent to a safe altitude over the course pursued from Elk River."
"December 19, 1936",2047,"Near Milford, Pennsylvania",Eastern Air Lines,14,Miami - Charleston - Newark,Douglas DC-2-112,NC13732,1258,11   (passengers:8  crew:3),0   (passengers:0  crew:0),0,"Crashed into trees in poor weather while attempting to land at Newark. Error on the part of the pilot for attempting to get down under the overcast without first definitely proving his position.  Improper dispatching for clearing the flight into an area of predicted bad weather, particularly when the area cleared through did not permit a safe return, and static conditions encountered which rendered reception of the radio range signals over the airplane's range receivers unintelligible."
"December 23, 1936",?,"Near Dallas, Texas",Braniff Airways,?,Test flight,Lockheed 10 Electra,NC14905,1018,6   (passengers:4  crew:2),6   (passengers:4  crew:2),0,After an attempted go-around the right engine failed and the plane crashed and burst into flames into a corn field..
"December 26, 1936",?,"Nanking, China",China National Aviation Corporation,?,?,Douglas DC-2,NC14269,?,?   (passengers:?  crew:?),?   (passengers:?  crew:?),?,?
"December 27, 1936",1938,"Newhall, California",United Air Lines,34,Oakland - San Francisco - Los Angeles,Boeing 247D,NC13355,1737,12   (passengers:10  crew:2),12   (passengers:10  crew:2),0,"While on approach to Burbank Airport, the airliner crashed into Rice Canyon, just south of Newhall.  It was raining with poor visibility. The aircraft flew into a hill loosing its wings, continued without wings across Rice Canyon and struck against a rocky wall of a bluff and dropped over a hundred feet to the bottom of the canyon.  Error on the part of the pilot in attempting to fly through the Newhall pass at an altitude lower than the surrounding mountains without first determining by radio, the existing weather."
