Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
?,"Kunming, China",China National Aviation Corporation,?,Dijan - Kunming,Douglas C-47,85,?,6   (passengers:0  crew:6),6   (passengers:0  crew:6),0,"The plane discintigrated in mid-aid. The jack pad had been removed from the right wing root. This left 4 large holes directly under the fuel tanks and directly in line with the exhaust. When the throttles were cut to descend, the flame only went as far back as the holes. There the flames went up around the fuel tank, igniting the fumes and blew the wing off."
?,"Kweilin, China",China National Aviation Corporation,?,"Kunming - Chungking,",Douglas C-47,71,?,4   (passengers:1  crew:3),2   (passengers:1  crew:1),0,"Diverted to Kweilin after Chunking was below minimums. After holding over Kweilin for 3 hours, the aircraft ran out of gas, hit mountain and was demolished."
?,"Porto Alegre, Brazil",Varig,?,?,Lockheed 10C Electra,PP-VAG,1008,10   (passengers:8  crew:2),10   (passengers:8  crew:2),0,While on approach the aircraft crashed into the river Guiaba
1640,"Portland, Maine",Military - U.S. Army,?,Barksdale - Portland,Douglas A-26B Invader,43-22253,18400,2   (passengers:0  crew:2),2   (passengers:0  crew:2),19,Smoke and fire was seen coming out of one engine before the aircraft crashed. A wing hit the ground and the plane cartwheeled into the Redbank trailer park.
?,"Nineteen miles W of Kokoda, Papua New Guinea",Military - US Navy,?,"Cairns or Mareeba, Australia - Los Negros Island",R4D-5,39090,13859,17   (passengers:15  crew:2),17   (passengers:15  crew:2),0,"The plane disappeared on a flight from Australia to Los Negros Island. Last known position transmitted by radio placed the aircraft due south of Port Moresby at 11-degrees South, about 60-minutes flying time. Hit the slope of a mountain in the Owen Stanley range. Wreckage finally found in 1970. Other sources report the accident happened in the region of Cairns."
0300,North Atlantic Ocean,Military - U.S. Army Air Forces,?,"England - Long Island, N.Y.",Douglas C-54A-DO (DC-4),42-107470,7489,26   (passengers:20  crew:6),26   (passengers:20  crew:6),0,Disappeared while en route from Iceland to Newfoundland.
1600,"Port Logan, Scotland",Military - U.S. Army Air Forces,?,Bristol - Preswick,Douglas C-47A-DK,42-93038,12905,22   (passengers:17  crew:5),22   (passengers:17  crew:5),0,"As the aircraft approached land, it began a climb but was not able to gain sufficient altitude to clear a cloud shrouded cliff."
?,"Funafuti, Gilbert Islands, Pacific Ocean",Pan American Airways,?,?,Consolidated Catalina PB2Y-3R,7233,?,24   (passengers:17  crew:7),22   (passengers:16  crew:6),0,"While taking off in the dark, the aircraft's wingtip collided with the jackpole mast of an anchored liberty ship which had slipped anchor and drifted, unlighted, into the seaplane area.  The aircraft then spun out of control, and crashed into the ocean and sank."
2030,"Naper, Nebraska",Military - U.S. Army Air Forces,?,"Bruning, NB - Pierre, SD",Douglas C-47A-DL,42-23652,9514,28   (passengers:24  crew:4),28   (passengers:24  crew:4),0,Crashed in a severe thunderstorm after possibly being hit by lightning and losing both engines.
1320,"Off Antilla, Cuba",Pan American World Airways,218,San Juan - Antilla - Miami,Sikorsky S-42 (flying boat),NC823M,4201,31   (passengers:26  crew:5),17   (passengers:17  crew:0),0,"Crashed during the third attempt to lift from the water and sank into the ocean. Loss of control due to the captain's inexperience in handling the particular type of aircraft. The aircraft was named ""Hong Kong Clipper."""
1820,"Blythburgh, England",Military - U.S. Navy,-,?,Consolidated PB4Y-1,32271,?,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"Navy lieutenant Joseph P. Kennedy Jr., 29, brother of President John F. Kennedy, was killed while on a flying mission over England during World War II.  Kennedy volunteered for operation Aphrodite after completing two full combat tours and was killed when the explosive-laden PB4Y he was flying blew up in air.  He was intending to aim the ship and bail out, leaving another aircraft to guide the PB4Y via remote control to a German submarine pen on the French coast; it apparently exploded when he armed the switches.  The photographic chase plane had President Franklin Roosevelt's son, Elliot Roosevelt, on board."
1045,"Freckelton, England",Military - U.S. Air Force,?,?,Consolidated B-24H,42-50291,?,3   (passengers:0  crew:3),3   (passengers:0  crew:3),58,The bomber crashed into a school and a cafe while attempting to land at Warton Air Depot in poor weather. The crash occurred during a thunderstorm with heavy rain and winds. Windshear.
0100,"Preswick, Scotland",Military - U.S. Army Air Forces,?,Boston - Gander - Keflavik - Prestwick,Douglas C-54A-DC (DC-4),42-72171,10276,20   (passengers:14  crew:6),20   (passengers:14  crew:6),5,Crashed into a roof of a residence in poor visiblility while attemping to land after a trans-Atlantic flilght.
0002,"Near Lidköping, Västergötland, Swden",British Overseas Airways,?,Stockholm - Leuchars,Lockheed 18-56 Loadstar,G-AGIH,2491,15   (passengers:12  crew:3),11   (passengers:8  crew:3),0,"While cruising at night, the aircraft crashed into the slopes of Mt. Kinnekulle after diverting towards Gothenburg due to radio problems."
0000,"Sao Paulo, Brazil",Panair do Brasil,?,Rio de Janeiro - Sao Paulo,Lockheed 18 Lodestar,PP-PBI,2114,18   (passengers:14  crew:4),18   (passengers:14  crew:4),0,"Crashed in fog, short of the runway, while attempting to land at Congonhas Airport."
?,"Belgrad, Yugoslavia",Deutsche Lufthansa,?,Athens - Sofia - Belgrade - Vienna,Junkers JU52/3m,D-AUAW,641039,5   (passengers:2  crew:3),5   (passengers:2  crew:3),0,Shot down by allied fighters.
?,"Near Mossman, Queensland, Australia",Military - Royal Netherlands East Indies Air Force,?,Merauke -- Cairns,C-47 Dakota DT-941,VH-RDK,12880,20   (passengers:16  crew:4),20   (passengers:16  crew:4),0,"The plane went missing while en route from Merauke to Cairns. The last radio contact was 15 minutes before ETA.  A scientific expedition found the wreckage in January 1989, 65 km northwest from Cairns at a height of 1,200 meters."
2120,"Copeland, Kansas",Military - U.S. Army,?,?,Consolidated B-24 Liberator,?,?,13   (passengers:0  crew:13),13   (passengers:0  crew:13),2,The bomber crashed into a farmhouse.
0742,Alaska,U. S. Air Force,?,"Elmindorf AFB, Anchorage - Ladd Field, Fairbanks",Douglas C-47A-90-DL,43-15738,20204,19   (passengers:16  crew:3),19   (passengers:16  crew:3),0,Struck the side of a mountain while in full flight. Cause unknown but weather conditions suspected.
?,"Rio Doce, Brazil",Panair do Brasil,?,Rio de Janeiro - Belem,Lockheed 18 Lodestar,PP-PBH,2113,17   (passengers:13  crew:4),17   (passengers:13  crew:4),0,"While en route, the right engine failed, forcing the crew to reduce their altitude in an attempt to make an emergency landing. Eventually, the aircraft went out of control and crashed."
2030,"Near Dijon, France",Deutsche Lufthansa,?,Stuttgart - Barcelona,Focke-Wulf FW 200,D-AMHL,200021,9   (passengers:5  crew:4),9   (passengers:5  crew:4),0,Missing on a flight from France to Spain. Shot down by an American Bristol Beau allied night fighter.
?,"Near Sadiya, India",China National Aviation Corporation,?,Dinjan - Suifu,Douglas C-47,101,?,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,Both wing of the cargo plane separated from the fuselage after the aircraft penetrated a thunderstorm.
?,Bosnia,Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-AUSS,641382,7   (passengers:4  crew:3),7   (passengers:4  crew:3),0,?
?,"Sydney, Australia",Qantas,?,?,Short S-23 (flying boat),VH-ABB,S-877,30   (passengers:?  crew:?),1   (passengers:?  crew:?),0,"On final approach with one engine shut-down, stalled 10 ft above the water and hull ruptured on impact."
0730,"Sydney, Australia",Qantas,?,Sydney - Townsville,Short S.23 Empire Flying Boat,VH-ABB,S-877,29   (passengers:22  crew:7),1   (passengers:1  crew:0),0,While landing on the water the plane broke up and sank. One passenger drowned.
2025,"Telemark, Norway",Deutsche Lufthansa,?,Frankfurt - Berlin - Hamburg - Copenhagen - Oslo,Junkers JU-52/3m,D-ADQV,640608,15   (passengers:12  crew:3),15   (passengers:12  crew:3),0,Crashed into Mt Skorvefjell in poor weather conditions.
0740,"Komarom,, Hungary",Deutsche Lufthansa,?,?,Junkers JU-52/3m,D-ASHE,640601,9   (passengers:6  crew:3),1   (passengers:1  crew:0),0,Shot down by British Mosquito fighters.
1540,"Birkenhead, England",Military - U.S. Army Air Forces,?,Liverpool - New York,Consolidated B24H,42-50347,?,24   (passengers:19  crew:5),24   (passengers:19  crew:5),0,Broke-up in flight either due to an explosion or catastrophic structural failure of the aircraft.
1715,"Hanford, California",Trans Continental and Western Air,8,San Francisco - New York City,Douglas DC-3,NC28310,2251,24   (passengers:21  crew:3),24   (passengers:21  crew:3),0,"The wing separated from the aircraft after entering a thunderstorm and encountering severe turbulence. The failure of the airplane's structure as a result of severe turbulence, an important contributing cause was the fact that the airplane was undoubtedly in an abnormal attitude of flight,  i.e., inverted, at the instant of structural failure. The cause of the airplane becoming inverted was not determined."
?,"Jacksonville, Florida",Military - US Navy,?,?,Douglas C-47 Skytrain (DC-3),39063,9941,17   (passengers:14  crew:3),17   (passengers:14  crew:3),0,Colllided with a Navy Goodyear FG-1A Corsair airship.
?,"Seljord, Norway",Military - U.S. Army Air Corps,?,?,?,42-52196,?,?   (passengers:?  crew:?),?   (passengers:?  crew:?),?,?
?,"Near Kumming, Yunan, China",CATC,?,?,Lockheed Hudson,?,?,20   (passengers:17  crew:3),20   (passengers:17  crew:3),0,Crashed while attempting to land.
1510,"Lewes, England",Military - U.S. Army Air Forces,?,Chateaudun - Greenham Common,Douglas C-47A-DL,43-15046,19512,30   (passengers:25  crew:5),25   (passengers:20  crew:5),0,"Flying in low overcast, the aircraft struck a hill, exploded and burned."
?,"Nairobi, Kenya",BOAC,?,Cairo - Juba - Nairobi - Salisbury,Lockheed 18 LodeStar,G-AGBW,?,11   (passengers:7  crew:4),11   (passengers:7  crew:4),0,"Crashed in the Aberdare Mountains, 50 miles from it's destination after entering a thunderstorm. The wreckage was not located for a month."
1500,"Tegucigalpa, Nicaragua",TACA,?,Near Tegucigalpa - San Pedro Sula,Ford 5-AT-B Tri-Motor,XH-TAN,?,16   (passengers:14  crew:2),16   (passengers:14  crew:2),0,Crashed while en route. Failure of a wing probably having been weakened by viabration turbulence and constant operation on rough fields.
1025,"Off Falsterbo, Sweden",Deutsche Lufthansa,?,"Stockholm, Sweden - Berlin Germany",Focke-Wulf FW 200,D-ARHW,2994,10   (passengers:6  crew:4),10   (passengers:6  crew:4),0,Shot down by a German patrol boat.
?,"Dinjan, China",China National Aviation Corporation,?,?,Douglas C-47,56,?,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane flew into Digboi Mountain after losing both engines.
0054,"Van Nuys, California",Trans Continental and Western Air,13,San Francisco - Burbank - New York City,Douglas DC-3,NC17322,1965,17   (passengers:14  crew:3),9   (passengers:6  crew:3),0,The plane crashed and burned 6.5 miles west northwest of the Bubank Airport in dense fog. The pilot's deviation from the standard instrument approach procedure and descent below the established safe minimum altitude. A contributing factor was the company's failure to enforce adherence to company procedures.
?,Atlantic Ocean,Trans-Canada Air Lines,?,?,Avro 683 Lancaster,CF-CMU,?,5   (passengers:?  crew:?),5   (passengers:?  crew:?),0,?
1515,"Orlivka, Ukraine",Aeroflot,?,Chisinau - Kiev - Moscow,Lisunov LI-2,CCCP-L4161,1849106,16   (passengers:11  crew:5),16   (passengers:11  crew:5),0,Crashed in a revine in fog. Wrong decision on part of the crew to reduce their altitude and flying in minima weather conditions.
1400,English Channel,Military - U.S. Army Air Forces,?,"Twinwood, England - Villacoublay, France",UC-64A Noorduyn Norseman,44-70286,550,3   (passengers:2  crew:1),3   (passengers:2  crew:1),0,"Disappeared over the English Channel en route from Bedford England to Paris, France. Band leader and musician Glenn Miller, 40, killed along with flight officer John Morgan and Lt. Colonel Norman Baessell. It has been theorized the plane may have been hit by bombs being jettisoned over the English Channel by RAF bombers on their way home from an unsuccessful raid. Wreckage and bodies were never found. The most accepted explanation is the pilot was not instrument rated and flew into worsening weather conditions and possibly carburetor icing caused an engine failure causing the plane to crash into the English Channel."
