Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
0425,"Near Casablanca, Morocco",Sabena,?,Brussels - Lisbon - Léopoldville,Douglas DC-7C,OO-SFA,45157/737,69   (passengers:60  crew:9),65   (passengers:56  crew:9),0,"The aircraft developed trouble in the No. 1 engine while en route from Lisbon to Leopoldville. While attempting to land in poor visibility on 3 engines, the aircraft stalled 80 ft. above the ground and crashed into a building and burst into flames. Pre-crash damage to the No. 1 engine. An error of judgment by the pilot in reapplication of power when the aircraft was neither in the appropriate configuration nor at a sufficient speed to carry out the attempted safety maneuver."
1129,"Brunswick, Maryland",Capital Airlines / Military - Air National Guard,300,Pittsburgh - Baltimore,Vickers Viscount 745D / T-33A,N7410/53-5966,108,13   (passengers:7  crew:6),12   (passengers:7  crew:5),0,"Midair collision at 8,000 ft., four miles ENE of Brunswick. Failure of the T-33A pilot to exercise a proper see and avoid procedure to avoid other traffic. One of two aboard the T-33 ejected safely, all aboard the Viscount were killed."
?,"Gurgaon, India",Dan-Air Services,?,Karachi - Dehli,Avro 685 York C-1,G-AMUV,MW226,5   (passengers:0  crew:5),4   (passengers:0  crew:4),0,A fire in fllight caused by a failure of the No. 1 engine. During the ensuing forced landing on rough terrain the aircraft broke up and was consumed by fire.
?,"SW of Algiers, Algeria",Air France,?,Algier - Colomb-Bechar - Tindouf,Douglas DC-3,F-BHKV,20001,15   (passengers:12  crew:3),15   (passengers:12  crew:3),0,Crashed into mountains 100 miles southwest of Algiers.
?,"Rio de Janeiro, Brazil",Paraense Transportes Aéreos,?,Rio de Janeiro - Belém,Curtiss C-46D,PP-BTB,33304,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,"The cargo plane plunged into the water when, a front wheel glanced off a freighter when it was taking off."
2206,"Near Guadalajara, Mexico",Aeronaves de Mexico,?,Guadalajara - Mexico City,Lockheed 749A Constellation,XA-MEV,2665,45   (passengers:38  crew:7),45   (passengers:38  crew:7),0,The plane crashed into La Latilla mountain 13 km west of Guadalajara. The aircraft did not climb out in accordance with approved procedures.
0523,"Manila, Philippines",Pan American World Airways,?,San Francisco - Singapore,Boeing 377 Stratocruiser 10-26,N1023V,15923,57   (passengers:49  crew:8),1   (passengers:1  crew:0),0,"A hard landing in heavy rain and gusty winds at Manila caused the collapse of the right main landing gear. A prop broke off the No. 3 engine, penetrated the cabin and killed one passenger. The aircraft was named ""Clipper Golden Gate."""
1358,"Martinsburg, West Virginia",Capital Airlines,?,Training,Douglas DC-3,N49553,4820,3   (passengers:0  crew:3),1   (passengers:0  crew:1),0,"Following the trainee-pilot's failure to maintain minimum-control speed during an attempted go-around, the instructor-pilot failed to take control of the aircraft in sufficient time to prevent a critical loss of altitude. A contributing factor was the malfunction of the landing gear latch which delayed retraction of the landing gear and caused the distraction of the instructor-pilot for several seconds during a critical period of the go-around."
1150,"Magadan Oblast, Russia",Aeroflot,105,Okhotsk - Magadan,Ilyushin IL-12,CCCP-L1364,30 082,24   (passengers:20  crew:4),24   (passengers:20  crew:4),0,Crashed into the tops of trees while attempting to land. Crew error in attempting to land in weather conditiions below the minimum.
1155,Ilha Grande Rio de Janeiro,Aerolenas Argentinas,?,Rio de Janeiro - Buenos Aires,Douglas DC-6,LV-ADV,43034,22   (passengers:16  crew:6),0   (passengers:0  crew:0),0,"While in cruising altitude, engine number four oversped. The engine was shut down and the propeller was feathered. Soon after, engine number two suffered severe vibrations and it was decided to shut it down and feather its propeller. Due to insufficient power, the aircraft started to descend. The airplane belly landed on a beach and came to rest. Double engine failure for undetermined reason."
1745,"Curitiba, Brazil",Cruzeiro,?,Florianopolis - Curitiba,Convair CV-440-59,PP-CEP,493,26   (passengers:21  crew:5),21   (passengers:16  crew:5),0,Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear.
1100,"Mohanbari, India",Indian Airlines,?,Mohanbari - Damroh,Douglas C-47A,VT-COJ,10051,7   (passengers:4  crew:3),5   (passengers:3  crew:2),0,While manoeuvring at a low height in mountainous terrain during a supply dropping mission the port wing of the cargo plane grazed the side of a hill thus causing the aircraft to slew and crash. A contributory factor might have been the mismanagement of the fuel system which caused temporary loss of engine power and height.
0030,"Near Chicopee Falls, Massachusetts",Military - U.S. Air Force,?,Westover AFB - London,Boeing KC-135A,56-3599A,17348,15   (passengers:8  crew:7),15   (passengers:8  crew:7),0,"The aircraft crashed while attempting to break a transatlantic flight record. Heavily loaded with fuel, the pilots failed to detect the aircraft had gone into a slight descent shortly after becoming airborne. The plane struck some power lines and crashed near the Massachusetts Turnpike. The dead included six journalists."
1405,"Dhaka, Baangladesh",Indian Airlines,?,Agartala - Dhaka,Douglas C-47A,VT-CYM,19317,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane suffered structural failure in thunderstorm activity.
0114,"Benghazi, Libya",Central African Airways,?,Wadi Halfa - Benina,Vickers Viscount 748D,VP-YNE,102,54   (passengers:47  crew:7),36   (passengers:32  crew:4),0,Crashed into high ground during approach. Misinterpreted or misread altimeter reading. Possible fatigue.
1900,"Near Belem, Brazil",Loide Aéreo Nacional,?,Manaus - Belem,Douglas DC-4,PP-LEQ,10544,11   (passengers:5  crew:6),10   (passengers:4  crew:6),0,Crashed on approach 10 minutes from the airport. Cause unknown.
?,"Sakiya Saugye, Japan",All Nippon Airways,?,Tokyo - Nagoya,Douglas DC-3,JA5045,7336,33   (passengers:30  crew:3),33   (passengers:30  crew:3),0,Ditched into the sea near Izu Island appoximately 1 hour after taking off after experiencing engine trouble.
0345,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,607E,Amsterdam - Shannon - Gander - New York,Lockheed 1049H Super Constellation,PH-LKM,4841,99   (passengers:91  crew:8),99   (passengers:91  crew:8),0,"The aircraft crashed into the sea while en route from Shannon to Gander, Newfoundland. Possible overspeeding of outer propeller."
2220,"Near Chita, Russia",Aeroflot,?,Khabarovsk - Irkutsk,Tupolev TU-104-A,CCCP-L5442,7350303,64   (passengers:54  crew:10),64   (passengers:54  crew:10),0,The aircraft stalled after flying over a thunderstorm. The aircraft climbed in excess of its operational ceiling considering its weight.
2334,"Nantucket, Massachusetts",Northeast Airlines,258,New York City - Nantucket,Convair CV-240-2,N90670,090,34   (passengers:31  crew:3),25   (passengers:22  crew:3),0,"The aircraft crashed 1,450 feet short of the runway while on approach in heavy fog. Poor judgement and technique by the pilot during approach in poor weather conditions. Nantucket Airport was not equipped with technology to permit insturment landings in such foggy conditions."
0610,Off Guam,Military - U.S. Air Force,?,Guam - Clark AB,Douglas C-124C Globemaster,52-1081A,43990,19   (passengers:12  crew:7),19   (passengers:12  crew:7),0,The aircraft crashed 35 miles west of Agana Naval Air Station. In-flight fire of unknown origin.
0632,"London, England",Independent Air Travel,?,"London, England - Nice, France",Vickers 621 Viking 1,G-AIJE,127,3   (passengers:0  crew:3),3   (passengers:0  crew:3),4,The cargo plane lost an engine on the initial climb and was not able to maintain altitude and crashed.
1400,"Sasnashen, Russia",Military - U.S. Air Force,?,Survey flight,Lockheed C-130A-II Hercules,56-0528,3136,17   (passengers:0  crew:17),17   (passengers:0  crew:17),0,Shot down by Soviet Mig fighters.
1730,"Campina Grande, Brazil",Loide Aereo Nacional,?,Paraiba - Rio de Janerio,Curtiss C-46A-CU,PP-LDX,30288,18   (passengers:14  crew:4),14   (passengers:12  crew:2),0,The aircraft crashed after a second landing attempt. Improper approach procedure. Pilot error. A contributing cause was incorrect forcast provided to the crew.
0318,"Kazakh, Russia",Aeroflot,164,Frunze - Aktyubinsk - Uralsk - Moscow,Aeroflot,CCCP-L1692,7342304,27   (passengers:22  crew:5),27   (passengers:22  crew:5),0,The aircraft crashed shortly after being struck by lightning in a thunderstorm.
1920,"Near Fairchild AFB, Washington",Military - U.S. Air Force / U.S. Air Force,?,Training,Boeing B-52 / Boeing B-52,56-661 / 56-681,464033 / 464052,16   (passengers:0  crew:16),13   (passengers:0  crew:13),0,"In VFR conditions the two Boeing B-52 Stratofortress bombers approached the same runway at the same time. The two aircraft rammed into each other 900 feet above the ground and crashed. Eight out of 9 aboard 56-661 were killed. Five out of 7 aboard 56-681 were killed. Operator error, in that the pilots of both aircraft failed to maintain safe separation during VFR conditions."
?,"Mount Oyama, Japan",Flying Tiger Line,?,Travis - Hickam - Wake Island - Tachikawa,Lockheed L-1049H Super Constellation,N6920C,4822,8   (passengers:2  crew:6),8   (passengers:2  crew:6),0,"Crashed into Mount Oyama 15 miles southwest of Tokyo. The crew continued the approach below the minimum safe altitude, maybe following a wrong altimeter setting."
1615,"Near Lazo, Russia",Aeroflot,?,Magadan - Okhotsk - Khabarovsk,Ilyushin IL-12,CCCP-L3904,30 073,28   (passengers:24  crew:4),28   (passengers:24  crew:4),0,Crashed in a mountainous area.  The loss of orientation during the flight at night.
?,"Triel, France",Military - U.S. Air Force,?,Evreux - Spangdahlem,Lockheed C-130A Hercules,56-0526,3134,15   (passengers:0  crew:15),15   (passengers:0  crew:15),0,"Collided with a French Air Force Dassault Mystère IV. Both aircraft dove into the ground and crashed in a field located in Triel-sur-Seine, west of Paris."
?,Over the Mediterranean Sea,Middle East Airlines,?,Beirut - Rome - London,Avro 685 York I,OD-ADB,1307,5   (passengers:0  crew:5),5   (passengers:0  crew:5),0,The cargo plane disappeared over the Mediterranean Sea and was never found.
1825,"Payette, Idaho",Military - U.S. Air Force,?,Ogden Hill AFB - McChord AFB,Fairchild C-123 Provider,55-4521A,20182,19   (passengers:14  crew:5),19   (passengers:14  crew:5),0,Crashed and exploded on flat terrain east of Payette. A loss of control or the incapacitation of one of the pilots may have factored in the accident.
0022,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,?,Panama City - Maracaibo,Lockheed 1049E Super Constellation,YV-C-ANC,4575,23   (passengers:17  crew:6),23   (passengers:17  crew:6),0,Crashed into the Alto del Cedro mountain. Premature descent. Navigation error. Lack of navigation facilities in the area.
1730,"Villa Montes, Bolivia",Military - TAM (Bolivia),?,Fortin Campero - Tarija,Douglas C-47A,TAM-03,13839,20   (passengers:17  crew:3),20   (passengers:17  crew:3),0,Crashed into mountain while en route.
2130,"Near Kanash, Russia",Aeroflot,?,Peking - Moscow,Tupolev TU-104A,CCCP-42362,86601002,80   (passengers:71  crew:9),80   (passengers:71  crew:9),0,"The plane was on a flight from Peking to Moscow at FL330 when it went out of control. The aircraft experienced extreme turbulence during a climb, stalled and plunged to earth and burned. The captain described everything as it happened as he attempted to recover from the uncontrolled descent, ending the radio transmission with a farewell."
?,"NAS Argentia, Placentia Bay,  Newfoundland,  Canada",Military - U.S. Navy,?,"Patuxent River, NAS - Argentia,NAS",Lockheed WV-2 Super Constellation,141294,4418,29   (passengers:?  crew:?),11   (passengers:?  crew:?),0,"Crashed into Placentia Bay, 1,000 feet short of the runway during a CGA landing, trying to get under the  weather. The ceiling was reported indefinite, 200 feet, visibility, 2 miles in drizzle and fog. A precision approach was commenced to the runway. The approach was within tolerances and normal until after passing through GCA minimums, at which time the aircraft went below glide path and the pilot was instructed to take a waveoff. The waveoff was not executed until after the aircraft had actually made contact with the runway. After climbout, GCA was contacted and a second approach was requested to commence with no delay. The pilot advised GCA that the runway was in sight just before GCA gave him a waveoff on the first approach. The second approach was again normal until the final controller gave the instructions, ""Approaching GCA minimums."" The aircraft immediately commenced dropping below glide path. An emergency pullup was given, but the aircraft collided with the water and came to rest 2,050 feet east of the approach end of the runway. It sank in 26 feet of water"
1150,"Anzio, Italy",British European Airways,142,London - Napoli,Vickers Viscount 701C,G-ANHC,063,31   (passengers:26  crew:5),31   (passengers:26  crew:5),0,Midair collision with an Italian Air Force F-86. The airliner drifted off course. Neither pilot saw each other before they collided.
0201,"Nipe Bay, Cuba",Cubana de Aviacion,495,Miami - Varadero,Vickers Viscount 755D,CU-T603,091,20   (passengers:16  crew:4),17   (passengers:13  crew:4),0,"Hijacked by 4 Cuban rebels, the plane crashed after running out of fuel while attempting to land at Preston Airport."
2000,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,?,Rome - Belgrade,Douglas C-47-DL,YE-AAB,4345,8   (passengers:4  crew:4),8   (passengers:4  crew:4),0,"The DC-3 was to fly the Yemenite Under Secretary of Foreign Affairs from Rome to Belgrade. The aircraft The aircraft crashed on the western slopes of Mount Porretta at an elevation of 2,690 feet due to a navagation error. Pilot error."
?,"La Paz, Bolivia",TAM (Bolivia),?,San Borja - La Paz,Douglas DC-3,TAM-05,?,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane disappeared en route.
1321,North Atlantic Ocean,ARTOP Aerotopografica LDA,?,Cabo Ruivo - Funchal,Martin Mariner,CS-THB,59144,36   (passengers:30  crew:6),36   (passengers:30  crew:6),0,The aircraft was missing on a flight from Cabo Ruivo to Funchal over the North Atlantic after transmitting an emergency message positioning the aircraft at  36 degrees 40 minutes N 12 degrees W.
?,"Fort Collins, Colorado",Capitol Airways,?,"Denver - Ogden Hill AFB, Utah",Curtiss C-46F,N1301N,22480,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"The cargo plane lost an engine while enroute and crashed. Icing, turbulence."
1715,"Guadarrama Mountains, Spain",Aviaco,?,Vigo - Madrid,SNCASE Languedoc,EC-ANR,28,21   (passengers:16  crew:5),21   (passengers:16  crew:5),0,Crashed into La Rodilla de la Mujer Muerta while on approach to Madrid. Loss of control due to icing and turbulence.
0310,"Tashkent, Uzbekstan",Aeroflot,466,Ashgabat - Tashkent,Ilyushin IL-14,CCCP-61663,6342007,21   (passengers:15  crew:6),21   (passengers:15  crew:6),0,Missed the approach and crashed in a snowy field. Landing below weather minimums.
1158,"Winkton, England",BOAC,?,Test,Bristol 175 Britannia 312,G-AOVD,13235,12   (passengers:9  crew:3),9   (passengers:7  crew:2),0,While descending the aircraft struck the ground in heavy fog.
1252,"Salisbury, Zimbabwe (Harare, Zimbabwe)",Union Aeromaritime de Transport,736,Johannesberg - Salisbury - Brazzaville - Nice - Paris,Douglas DC-6B,F-BGTZ,43827/337,70   (passengers:63  crew:7),3   (passengers:3  crew:0),0,"The aircraft took off into heavy thunderstorms, was not able to maintain height and airspeed and crashed to the ground. The aircraft struck the ground shortly after takeoff as a result of an uncontrollable loss of airspeed and height due to a sudden squall accompanying the onset of a thunderstorm."
1209,"Rio de Janeiro, Brazil",VASP,?,Rio de Janeiro - Sao Paulo,Saab Scandia,PP-SQE,103,37   (passengers:33  crew:4),21   (passengers:17  crew:4),0,Crashed on takeoff after the No.1 engine failed. Pilot error. Pilot's incorrect handling of controls in flight.
