Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
0300,"Tunbukta, Algeria",Cie Air Transport,?,Algiers - Aoulef - Bidon V - Gao,Bristol 170 Freighter 21,F-BENF,12738,26   (passengers:22  crew:4),26   (passengers:22  crew:4),0,An explosion in the left wing fuel tank tore off the upper wing surface leading to loss of control of the aircraft.
1300,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )
SAVG",?,Porto Alegre - Sao Borja,Lockheed 18 LodeStar,P-SAA,18-2133,12   (passengers:10  crew:2),12   (passengers:10  crew:2),0,The aircraft hit the slope of the Cerro Cortelini located near São Francisco de Assis while en route.
0544,"Karaganda, Russia",Aeroflot,?,Alma-Ata - Karaganda - Moscow,Ilyushin IL-12,L-1803,93013302,25   (passengers:19  crew:6),25   (passengers:19  crew:6),0,"The plane crashed shortly after taking off when the left engine failed. While attempting an emergency landing, the aircraft stalled and crashed."
2200,"Near Fairfield, California",Military - U.S. Air Force,?,?,Boeing B-29MR,46-87651,12454,20   (passengers:0  crew:20),12   (passengers:0  crew:12),7,"The No. 2 propeller began to overspeed during the takeoff. This was followed by overspeeding of the No. 3 propeller. The No. 3 propeller was successfully feathered  but then the landing gear would not retract. The aircraft was unable to gain altitude and the pilot slid the aircraft to the left to avoid a trailer park at the end of the runway. The aircraft stalled, fell to the ground and broke-up.  Killed in the accident was Brigadier General Robert E. Travis. The installation was later renamed Travis Air Force Base in his honor."
0237,"Near Eagle, Colorado",American Airlines,14,Los Angeles - Chicago,Douglas DC-6,N90705,42858/9,59   (passengers:54  crew:5),1   (passengers:1  crew:0),0,"En route, the No. 3 propeller failed. A propeller blade struck and punctured the fuselage, causing a cabin decompression. A safe landing was carried out at Denver. One passenger who had heart trouble died prior to landing. The internal gouging of a propeller blade during the manufacturing process which resulted in a fatigue fracture and subsequent failure during flight."""
?,"Kampong Jenera, Malaysia",Military - Royal Air Force,?,"Changi, Singapore - Kota Baru",Douglas C-47B,KN630,16538/33286,12   (passengers:7  crew:5),12   (passengers:7  crew:5),0,The plane crashed in the steep forested foothills in the Gua Musang district.
0203,"Near Wadi Natrun, Egypt",Trans World Airlines,903,Cairo - Rome,Lockheed 749A Constellation,N6004C,2636,55   (passengers:48  crew:7),55   (passengers:48  crew:7),0,"After taking off from Cario and while climbing to cruising altitude the No3 engine caugt fire. Witnesses observed the aircraft on fire. After turning back toward Cairo, the buring engine fell off. An attempt to land in the desert resulted in the descruction of the aircraft. Failure of the rear master rod bearing in the No. 3 engine that led to an uncontrollable fire. The aircraft was named ""Star of Maryland."""
1410,"Utica, New York",Robinson Airlines,32,Ithaca - Syracuse - Utica - Newark,Douglas DC-3,N18936,2011,23   (passengers:20  crew:3),16   (passengers:13  crew:3),0,"The left engine failed due to a cracked piston pin in the No 1 cylinder. Engine parts were observed falling from a height of 3,000 feet. Soon after, the plane was seen losing altitude until it crashed into trees 1.5 miles southeast of Oneida County Airport. Failure of the left engine shortly after takeoff coupled with increased drag due to loss of the left cowling and reduced power output of the right engine resulting from the high pitch position of the right propeller."
?,"Tehran, Iran",Iran Air,?,?,Douglas DC-3,EP-AAG,9813,8   (passengers:5  crew:3),8   (passengers:5  crew:3),0,Stalled and crashed while taking off.
0520,"Kwajalein, Marshall Islands",Military - U.S. Navy,?,Kwajzalein - Tokyo,Douglas R5D-3,56496,10624,26   (passengers:19  crew:7),26   (passengers:19  crew:7),0,Crashed into the sea and exploded 3 minutes after taking off from Kwajalein. Possible vertigo experienced by the pilot or malfunction of the instruments.
?,"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,?,Belgrade - Zagreb,Douglas DC-3,YU-ABD,13311,11   (passengers:7  crew:4),10   (passengers:6  crew:4),0,Crashed into a hill after going out of control during landing.
1400,"Karlstad, Sweden",Svenska Aero,?,Karlstad - Stockholm,Avro Ninteen I,SE-BRS,1321,10   (passengers:9  crew:1),10   (passengers:9  crew:1),0,"Reached an altitude of 200 feet, stalled and crashed to the ground."
0425,"Near Kyushu Island, Japan",Military - U.S. Air Force,?,Ashiya AB - Kimpo AB,Douglas C-54D-DC (DC-4),42-72457,10562,51   (passengers:43  crew:8),23   (passengers:18  crew:5),0,Crashed in the Korea strait 1mile from the end of the runway after taking off from Ashiya Air Base.
0740,"Casablanca, Morocco",Air Atlas,?,Casablanca - Algiers - Perpignan,Douglas DC-3,F-BAXM,20245,7   (passengers:4  crew:3),4   (passengers:1  crew:3),0,"Shortly after takeoff, the crew encountered technical problems and informed ground he was returning to Casablanca. On final approach, the aircraft stalled and crashed in flames 500 meters short of runway."
1049,"Almelund, Minnisota",Northwest Orient Airlines,?,Training,Martin 202,NC93037,9158,6   (passengers:3  crew:3),6   (passengers:3  crew:3),0,"Crashed after making a steep right turn during a training manuver. The unwanted reversal of the right propeller during flight, as a result of which the crew was unable to maintain control of the aircraft."
1545,"London, England",British European Airways,?,London - Glasgow,Douglas C-47A,G-AGIW,12186,29   (passengers:24  crew:5),28   (passengers:24  crew:4),0,Crashed into trees on Mill Hill after engine failure during takeoff. Everyone except one flight attendant was killed.
1954,"London Heathrow, England",British European Airways,?,Paris - London,Vickers 610 Viking-1B,G-AHPN,155,30   (passengers:26  crew:4),28   (passengers:24  crew:4),0,"Crashed in fog in an overshoot after deciding on a go-around. Although it cannot be established with certainty, the probable explanation of the known facts may be that the captain deliberately came down below break-off point and then at 100 ft. or less came into fog which abruptly reduced the visibility of the runway lights and that then and not till then he started overshoot procedure with fatal results."
0943,"Mont Blanc, France",Air India,245,Bombay - Cairo - Geneva - London,Lockheed 749 Constellation,VT-CQP,2506,48   (passengers:40  crew:8),48   (passengers:40  crew:8),0,"The aircraft crashed in a snowstorm 200 meters below Mont Blanc summit. The crew was warned by a Geneva controller to climb immediately. They acknowledged the message but soon after struck the mountain. The exact cause of the accident remains undetermined. Most likely the aircraft was caught in violent gust while trying to overfly the summit. The plane was named ""Malabar Princess."""
0815,"Near Butte, Montana",Northwest Orient Airlines,115,Helena - Butte,Martin 202,N93040,9161,21   (passengers:17  crew:4),21   (passengers:17  crew:4),0,"The flight originated at Chicago for Seattle via intermediate stops at Minneapolis, Billings, Great Falls and Helena. The aircraft left Helena at 0753 from runway 29. The aircraft's flight plan was to fly to 10,500 ft. via Amber Airway No .2 to Whitehall Station and to Butte via Red Airway No. 2. At 0801 the flight reported it reached cruising altitude and was headed toward Whitehall Range Station. This message was acknowledged. The next message from the flight was at 08:14 stating that it was over Whitehall Range Station and starting descent. Butte acknowledged this message and  gave the flight the altimeter setting of 29.97, advised that the wind was south, calm, and the ceiling was lower to the east and north and better to the south and southwest. The flight replied that it had vertical visibility at 10,500 feet. This was the last radio contact with the flight. At approximately 0815 the aircraft had struck the eastern slope of a ridge about 30 feet below its crest, at an altitude of about 8,250 feet MSL. The site of impact was approximately 2 1/2 miles east of the control tower at the Butte Airport, and about 1-1/2 miles to the right of the center of the on course signal from Whitehall to Butte. Captain's failure to follow prescribed approach procedures."
1800,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),?,Rome - Paris,Douglas C-54B-1-DC,CF-EDN,10518,58   (passengers:51  crew:7),58   (passengers:51  crew:7),0,"The aircraft drifted 50 miles off the prescribed route and struck Mt. Tete de l'Obiou at 6,740 feet. The pilot probably realized the deviation and tried to take corrective action but did not see the mountain in time. The aircraft was named ""Canadian Pilgrim."""
?,"Surabaya, Indonesia",Garuda Indonesia Airlines,?,?,Douglas DC-3,PK-DPB,19005,23   (passengers:20  crew:3),2   (passengers:0  crew:2),0,Veered off the runway and crashed into a ditch..
1750,"Near Moran Junction, Wyoming",New Tribes Mission,?,"Chico, CA - Billings, WY",Douglas DC-3,N74586,19711,21   (passengers:18  crew:3),21   (passengers:18  crew:3),0,"The aircraft  crashed into Mt. Moran at 11,200 ft., in a snowstorm while flying in IMC conditions. The accident was attributed to flight into IMC conditions with probable electrical failure due to a malfunctioning voltage regulator."
?,"Cuzco, Peru",Faucett,?,Maldorado - Quincemil,Douglas DC-3,OB-PAU-201,15992/32740,9   (passengers:5  crew:4),9   (passengers:5  crew:4),0,Crashed into a hill in poor weather conditions while en route.
?,"Khitka, Bhutan",Indamer,?,?,Douglas C-47A,VT-COI,14037/25482,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,Cargo plane. Failure of the pilots to remain alert and maintain a proper look out resulting in the aircraft flying into the side of a hill.
?,"Near Chamaran, Iran",Iran Air,?,Tehran - Qom,Douglas DC-3,EP-AAJ,13572,8   (passengers:7  crew:1),8   (passengers:7  crew:1),0,"While approaching Qom Airport in poor weather conditions, the aircraft hit the slope of a mountain and crashed few km from the airport."
1937,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,?,Paris - Bangui - Dar es-Salaam,Douglas C-54A,F-BELB,3084,56   (passengers:50  crew:6),46   (passengers:43  crew:3),0,Crashed into a mountain in the Pyrenees 5 minutes after takeoff. Crew error. Excessive low rate of climb at night in an unknown region and premature change of heading.
?,"Ruig Piner, France",Air Atlas,?,Casablanca - Perpignan,Douglas DC-3,F-BAXY,16100/32848,7   (passengers:4  crew:3),5   (passengers:2  crew:3),0,"While en route in poor weather conditions, the aircraft hit the slope of a mountain near the Ouillat Pass, about 5 km north of the Spanish village of Requesens."
?,"Katagiri, India",Air India,?,Bombay - Coimbatore,Douglas DC-3,VT-CFK,14604/2604,21   (passengers:17  crew:4),21   (passengers:17  crew:4),0,"the aircraft hit the slope of mountain located near Katagaru, due to a navigational error."
1330,"Londrina, Brazil",VASP,?,Ribeirao Preto - Sao Paulo,Douglas DC-3,PP-SPT,20543,31   (passengers:25  crew:6),0   (passengers:0  crew:0),3,The aircraft crashed after losing its No. 1 engine on takeoff. Engine failure during takeoff. Pilot error. Short takeoff procedure used on an airfield where such a maneuver was not necessary.
0910,"Ribeirao, Brazil",VASP,?,Ribeirao Preto - Sao Paulo,Douglas DC-3,PP-SPW,17097/34364,20   (passengers:16  crew:4),1   (passengers:1  crew:0),1,Crashed into a house while attempting to take off.
1330,"Valera, Venezuela",Avensa,?,Merida - Caracas,Douglas C-47-DL,YC-C-AVU,4432,31   (passengers:28  crew:3),31   (passengers:28  crew:3),0,"The aircraft crashed into mountains shortly after taking off.  Pilot error. The captain decided to cross the Seven Lagoons mountain range in severe overcast, thinking that he was 30 kms further north, where the range drops to 2,000m. Instead, he flew into 4,000m cliffs. In the last seconds, he realized he was in trouble and tried to gain altitude. For a hundred meters or so he cut through small trees, but finally crashed. A small fire followed."
0730,"Near Baguio, Philippines",Military - U.S. Air Force,?,Naha AB - Clark AB,Douglas C54E-DO (DC-4),44-9096,27322,38   (passengers:31  crew:7),38   (passengers:31  crew:7),0,"Proceeding on instruments, the aircraft crashed into Mt. Tabayoc while en route.  Navigation error."
1353,"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,4,Vancouver - Penticton,Douglas DC-3,CF-CUF,12855,18   (passengers:15  crew:3),2   (passengers:0  crew:2),0,Struck trees on  Mt. Okanagan while making an approach to Penticton. Drifted below the minimum altitude permissible.
2209,"Santiago del Estado, Argentina",Aerolineas Argentinas,?,Mar del Plata - Buenos,Douglas DC-3,LV-ACH,13027,18   (passengers:13  crew:5),17   (passengers:12  crew:5),0,Crashed 60 miles north of the airport after taking off from Mar del Plata while in a climb at night.
