Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
2217,"Cleveland, Ohio",United Air Lines,9,Newark - Cleveland - Chicago,Douglas DST-A-207A,NC18108,1956,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,An uncontrollable fire developed in the right engine and the pilot decided to make an emergency landing rather than try to reach Cleveland Airport. The plane struck trees in level flight 8.5 miles east of Cleveland Airport. A fire in the right engine accessory section which resulted from the failure of a cylinder barrel and was fed from the right engine oil supply.
?,"Alberno Canal, BC, Canada",Ginger Coote Airways,?,Vancouver - Zeballos,Fairchild 51,CF-AUX,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed into a wooded area after hitting trees
?,"Langeoog, Germany",Deutsche Lufthansa,?,?,Heinkel 116,D-ATIO,546,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,Crashed on Langeoog Island.
?,"Near Singida, Tanzania",Wilson Airways,?,?,De Havilland DH-85,VP-KBE,7055,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,Crashed about 50 miles from Singida.
?,"Mount  Mercedario, Chile",Pan American Grace Airways,?,?,Douglas DC-2,NC14272,?,4   (passengers:?  crew:?),4   (passengers:?  crew:?),0,"An hour after leaving Santiago, radio contact with the flight was lost, as it had crashed in the high Andes.  It was not found until February 1941, by indians, who plundered the aircraft and the dead passengers looking for valuables."
0256,"Billings, Montana",Northwest Orient Airlines,4,Seattle - Spokane - Helena - Billings - Fargo,Lockheed 14 Super Electra,NC17383,1402,10   (passengers:8  crew:2),1   (passengers:1  crew:0),0,"While taking off from Billings, the airplane left the ground in a stalled condition from which the pilot attempted to recover by use of full emergency power. Emergency power was not available because of improper adjustment of the stop which had been placed on the quadrant of the propeller pitch control levers, preventing the levers from going to the full low pitch position. As a result of the stalled condition, the airplane fell off on the right wing and crashed at a point 1,100 feet beyond the NE runway, the pilot having cut the switch just prior to the impact."
0800,"Off Sardinia, Italy",Ala Littoria,?,Cagliari - Rome,Savoia Marchetti S-66,I-VOLO,15013,20   (passengers:16  crew:4),20   (passengers:16  crew:4),0,The flying boat crashed into the Tyrrhenian Sea after the collapse of a wing.
?,Andes,Panagra,?,?,Douglas DC-2,NC14272,1305,4   (passengers:0  crew:4),4   (passengers:0  crew:4),?,Disappeared over the Andes mountains. Wreckage found Feb 1941at Mt. Mercedario.
1740,"Stulpica, Romania",LOT Polish Airlines,?,"Warsaw, Poland - Bucharest, Romania",Lockheed 14H Super Electra,SP-BNG,1432,14   (passengers:12  crew:2),14   (passengers:12  crew:2),0,Crashed in strong turbulence and after being struck by lightning .
?,"Kisumu, Kenya",Imperial Airways,?,London - Kisumu - Cape Town,Armstrong-Withworth Atlanta,G-ABTG,AW-785,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,"Flew into a hillside soon after takeoff from Kisumu. The ship was named ""Amalthea."""
0411,Pacific Ocean between Manila and Guam,Pan American World Airways,229,Alameda - Manila,Martin M-130 (flying boat),NC14714,556,15   (passengers:6  crew:9),15   (passengers:6  crew:9),0,"The plane crashed into the ocean while en route between Guam and Manilla. The last known position was 12.27 N, 130.40 W or 582 nm east southeast of Manila at 04:00 GCT. Cause unknown. The plane may have been hijacked by the Japanese and flown to Truk Island where the crew and passengers were murdered. The aircraft was named ""Hawaii Clipper."""
?,"Debrecen, Hungary",Magyar Legiforagalmi,?,?,Ford Tri-motor F-VIII,HA-FNC,4053,12   (passengers:10  crew:2),12   (passengers:10  crew:2),0,Crashed in a field after penetrating a thunderstorm. The plane was carrying Hungarian journalists.
?,"Shishijima, Japan",Dai Nippon,?,?,Douglas DF-151,J-ANES,1,6   (passengers:3  crew:3),6   (passengers:3  crew:3),0,Crash landed off Chichijima island.
1230,"Near San Andres Tuxtla, VeraCruz, Mexico",Mexicana,?,Villahermosa - Veracruz - Mexico City,Lockheed 10E Electra,X-ABAS,1043,11   (passengers:8  crew:3),11   (passengers:8  crew:3),0,Crashed into a mountain in heavy rain in an area being affected by a hurricane.
1100,"Kiel, Germany",CSA Czech Airlines,?,Prague - Strasbourg - Paris,Savoia-Marchetti SM73,OK-BAG,30040,17   (passengers:14  crew:3),16   (passengers:13  crew:3),0,Crashed into the Black Forest mountains in poor weather conditions. One stewardess survived but died a day later..
?,"Guanabara, Brazil",Syndicato Condor,?,Guanabara - Victoria,Junkers JU-52/3m,PP-CAT,4024,9   (passengers:5  crew:4),9   (passengers:5  crew:4),0,"Flew into a mountain wave after taking off, went into a dive and crashed into Guanabara Bay."
?,"Bucharest, Romania",LOT Polish Airlines,?,?,Lockheed 14 Super Electra,SP-BNJ,1424,7   (passengers:4  crew:3),0   (passengers:0  crew:0),0,Caught fire after a ground looping.
1700,"Montnago, Italy",Macchi,?,Test flight,Macchi C-94,I-NILO,94001,15   (passengers:13  crew:2),15   (passengers:13  crew:2),0,The sea plane crashed shortly after taking off on a test flight and sank.
0800,"Wangmoon, China",China National Aviation Corporation,?,Hong Kong - Chungking,Douglas DC-2,32,1369,17   (passengers:13  crew:4),14   (passengers:12  crew:2),0,"While en route from Hong Kong to Chungking, the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin. The plane was rebuilt to fly again only to be shot down again by Japanese military."
?,"Tokyo, Japan",Japan Air / Japan Flying School,?,?,Unknown / Unknown,?,?,5   (passengers:?  crew:?),5   (passengers:?  crew:?),53,"Midair collision between the airliner and a small plane. The wreckage fell on the suburbs of Tokyo.  Three killed on the airliner, two in the trainer and 53 on the ground."
c 23:00,"Near Tucumcari, New Mexico",Transcontinental &Western Air,?,Burbank - Winslow - Albuquerque,Ford Tri-motor,NC17316,410,11   (passengers:8  crew:3),0   (passengers:0  crew:0),0,"The mail /passenger transport crashed in a field 10 miles south of Tucumcari after penetrating a strong storm. Excessive vibration and loss of power, due to malfunctioning of left engine, consulting in insufficient speed to sustain the aircraft in flight."
0930,"Innisfail, Australia",North Queensland Airways,?,Townsville - Innisfail - Cairns,De Havilland DH-84,VH-UXK,6053,9   (passengers:8  crew:1),5   (passengers:4  crew:1),0,Crashed into a cane field short of the runwa while attempting to land when the pilot swerved to avoid a tractor.
?,"Off Bathurst, Gambia",Deutsche Lufthansa,?,"Frankfurt, Germany - Milan, Italy",Dornier DO.18 (float plane),D-AROZ,255,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,Disappeared over the Atlantic ocean.
?,"Grisons, Switzerland",Deutsche Lufthansa,?,"Frankfurt, Germany - Milan, Italy",Junkers JU-52/3m,D-AVFB,5928,13   (passengers:10  crew:3),13   (passengers:10  crew:3),0,"While flying over the Alps, the aircraft disappeared. A search was unsuccessful and  no trace of the aircraft nor the occupant was found. A mountain guide found debris 14 years later, on the slope of the Pizzo Cengalo on the border with Switzerland. Some mail bags were recovered and sent to the local post office."
1100,"Soest, Germany",Sabena,?,Brussels - Düsseldorf - Berlin,Savbia-Marchetti  S-73P,OO-AGT,4,20   (passengers:16  crew:4),20   (passengers:16  crew:4),0,"The aircraft broke-up in midair and crashed to the ground.  A propeller may have broken, tearing loose an engine."
1345,"Mt. Dandenong, Australia",Australian National Airways,?,Adelaide - Melbourne,Douglas DC-2-112,VH-UYC,1566,18   (passengers:14  crew:4),18   (passengers:14  crew:4),0,Crashed into Mt. Daodenong in heavy fog while en route. Procedural errors by the pilot.
?,"Somerset, England",British Airways,?,?,Lockheed 14 Electra,CF-TCL,?,2   (passengers:?  crew:?),2   (passengers:?  crew:?),0,?
10:50,"Channel Islands, Jersey",Jersey Airways,?,Jersey - Southhampton,de Havilland DH-86,G-ACZN,2316,14   (passengers:13  crew:1),14   (passengers:13  crew:1),1,Caught fire and crashed into a field two minutes after taking off. A farm worker was crushed to death when the wreckage landed on him. The pilot allowed the plane to fall into a side-slip while climbing through a low overcast and at an insufficient altitude for him to regain contol.
1841,"Schiphol, Amsterdam",KLM Royal Dutch Airlines,?,Berlin - Amsterdam,Douglas DC-3,PH-ARY,2021,19   (passengers:14  crew:5),6   (passengers:2  crew:4),0,The aircraft flew into the ground during approach in poor visibility. The first officer was commander of the military flying school Soesterberg. Pilot descended below a safe height during the approach.
0051,"Regina, Saskatchewan, Canada",Trans Canada Air Lines,?,Winnipeg - Regina - Vancouver,Lockheed 14 Electra,CF-TCL,1475,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,The mail plane crashed several minutes after taking off from Regina
1520,"Bathurst, Gambia",Deutsche Lufthansa,?,?,Junkers JU90V2,D-AIVI,4914,15   (passengers:10  crew:5),12   (passengers:9  crew:3),0,During takeoff the aircraft hit a palm tree and burst into flames due to double engine failure.
?,"Bagdad, Iraq",Imperial Airways,?,Southampton - Sydney,Short Empire Flying Boat,G-AETW,S839,6   (passengers:0  crew:6),4   (passengers:0  crew:4),0,The flying boat crashed on Lake Ramadi at night in a sandstorm.
0530,"Off Point Reyes, California",United Air Lines,6,"Seattle, WA - Medford, OR - Oakland,CA",Douglas DC 3-A-SB-3-G-14,NC16066,1907,7   (passengers:4  crew:3),5   (passengers:3  crew:2),0,"The aircraft ran out of fuel and ditched into the ocean a little less than a mile offshore. Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers, charged with the responsibilities of directing the operation of the trip, to properly safeguard the flight, resulting in forced landing of the aircraft at sea due to exhausted fuel supply."
0755,"Mexico City, Mexico",Mexicana,?,Mexico City - Merida,Lockheed 10E Electra,X-ABAU,1041,8   (passengers:5  crew:3),8   (passengers:5  crew:3),0,Crashed and burned on a hill while taking off in foggy conditions. The pilot did not have authorization to take off during poor visibility.
c 09:00,"Off Kuba Island, Okinawa",Japan Aviation Corporation,?,Fukuoka - Taihoku,Nakajima A-T2,J-BDOH,1481-1,15   (passengers:12  crew:3),10   (passengers:7  crew:3),0,Crashed into the East China Sea after experiencing engine failure.
1120,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Instructional Flight,Lockheed 14-WF62 Super Electra,PH-APE,1413,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,Whle taking off the aircraft stalled and struck a dyke near Schiphol Airport and caught fire.
?,"Darwin, Australia",Qantas,?,?,Short S23 ‘C’ Class flying boat,G-AEUH,?,13   (passengers:?  crew:?),13   (passengers:?  crew:?),0,Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qantas.
