Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
1441,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,19,Washington D.C. - Detroit,Douglas DC-3,NC21789,2188,25   (passengers:21  crew:4),25   (passengers:21  crew:4),0,"The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain.  Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane, with resulting loss of control. With limited accident investigation tools at the time, the most likely cause was the plane flying into windshear.  U.S. Senator Ernest Lundeen from Minnesota killed."
?,"Osijek, Croatia",Aeroput,?,Belgrade - Osijek - Zagreb,Lockheed 10 Electra,YU-SBE,1137,12   (passengers:9  crew:3),7   (passengers:4  crew:3),0,Crashed while attempting to land.
?,"Near Changyi, China",China National Aviation Corporation,?,Chungking - Kunming,Douglas DC-2,NC14297,1369,14   (passengers:10  crew:4),9   (passengers:8  crew:1),0,Shot down by Japanese military fighters. The plane ran into 5 Japanese fighters and made an emergency landing at a remote field only to be machine-gunned while trying to escape.
?,"Berlin, Germany",Deutsche Lufthansa,?,?,Douglas DC-3,D-AAIH,1973,15   (passengers:12  crew:3),2   (passengers:0  crew:2),0,Hit the ground short of the runway in reduced visibility.
1910,"Near Rincon, Bolivia",Lloyd Aero Boliviano SA,?,Santa Cruz - Corumba,Junkers Ju-52/3m,CB-17,4008,17   (passengers:14  crew:3),17   (passengers:14  crew:3),0,Crashe in a storm while en route. Wreckage found 15 months later.
0442,"Near Centerville, Utah",United Air Lines,16,Oakland - Salt Lake City,Douglas DC-3,NC16086,1925,10   (passengers:8  crew:2),10   (passengers:8  crew:2),0,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration."
?,"Rio de Janeiro, Brazil",VASP,?,Rio de Janeiro - Sao Paulo,Junkers Ju53/2m,PP-SPF,5689,18   (passengers:14  crew:4),18   (passengers:14  crew:4),0,"Midair collision with a private plane.  After the collision, both aircraft crashed into the Botafogo Bay. Seventeen killed on the Junkers, 1 on the private plane."
1502,"Brandenburg, Germany",Deutsche Lufthansa,?,Berlin - Budapest,Junkers JU-90A-1,D-AVMF,900010,29   (passengers:23  crew:6),29   (passengers:23  crew:6),0,Crashed while en route in poor weather condtions . Icing.
?,Mediterranean Sea,Air France,?,?,Farman F-224,F-AROA,2,6   (passengers:?  crew:?),6   (passengers:?  crew:?),0,Shot down by Italian aircraft.
1748,"Chicago, Illinois",United Air Lines,21,New York City - Chicago,Douglas DC-3A,NC25678,2175,16   (passengers:13  crew:3),10   (passengers:7  crew:3),0,The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane.
1130,"Capri Island, Italy",Ala Littolia,?,Catania - Rome,Savoia-Marchetti SM.75,I-LIGO,32035,7   (passengers:3  crew:4),7   (passengers:3  crew:4),0,"While en route, the aircraft was shot down by the pilot of a RAF fighter and crashed into the sea some 40 miles southwest of the Capri Island."
