Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
2127,"Pine Creek, Australia",Guinea Airways Limited,?,Brisbane - Bachelor Field,Lockheed 14 Electra,VH-ADY,?,12   (passengers:10  crew:2),12   (passengers:10  crew:2),0,"The aircraft was on a government charter carrying US teletype operators from a course they'd completed in Brisbane. They departed Archerfield (Brisbane) at 0622 EST and refuelled at Charleville, Cloncurry, and Daily Waters, departing from Daily Waters at 1655 Central Standard time. From there a chain of events happened and they remained lost in scattered thunderstorms and drizzle and the blacked out North, being told by Darwin D/F that they were over a hundred miles north of where they really were, due to the inadequacies of the equipment at that time of day, the storms and long distance. In an attempt to force land before running out of fuel, they probably had an engine failure from fuel starvation in the lower engine as they oozed around in a slow turn where the captain would have been peering forward out of an open window, trying to locate a lighter (more grassy) spot in the bush to put down in rain. They probably would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top. The wreckage was found on 6/22/1943.


We feel that they would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top as one wing was undamaged and removed from the site when it was found.

Lockheed 14s were renown as nasty buggers at low speed on one engine."
2300,"Salt Lake City, Utah",United Air Lines,4,San Francisco - New York City,Douglas DST-A-207A,NC18146,1978,17   (passengers:14  crew:3),17   (passengers:14  crew:3),0,"After taking off from Salt Lake, the aircraft proceeded in the wrong direction and crashed into the side of a hill 3.8 miles northeast of the Salt Lake City Airport. The point of impact was at an elevation of 5,053 feet above sea level and about 830 feet above the airport. A deviation from the proper course, for reasons undetermined."
1151,"Miles City, Montana",Northwest Orient Airlines,1,Chicago - Seattle,Douglas DC-3-A-269,NC 21714,2129,14   (passengers:10  crew:4),3   (passengers:0  crew:3),0,"The plane hit an obstruction at the end of the runway, overran the runway boundry and crashed. The failure of the captain to complete the landing run in time to avoid the obstruction at the end of the runway, for reasons undetermined, and his action in attempting to take off after striking the obstruction."
?,"Near Rome, Italy",LATI,?,"Rome - Tripoli, Lybia",Savoia-Marchetti SM-75,I-MELE,32052,20   (passengers:16  crew:4),20   (passengers:16  crew:4),0,"Stalled, struck trees, crashed and burned immediately after takeoff."
1200,"Near Premier, West Virginia",Military - U.S. Army Air Forces,?,Battle Creek - Cincinnati - Florence,Douglas C-49E,42-56093,1976,21   (passengers:19  crew:2),21   (passengers:19  crew:2),0,"Flew into a thunderstorm and was observed in a near vertical dive before crashing to the ground.  Icing, possible overloading."
?,"Off Broken Head, Australia",Military - Royal Australian Air Force,?,Horn Island - Amberley,Lockheed Hudson,A16-198,414-6463,10   (passengers:0  crew:10),10   (passengers:0  crew:10),0,"While approaching Amberley at night, the crew became lost and continued south. After running out of fuel, the aircraft crashed into the sea some 3 km off Broken Head and sunk."
?,"Llanfair, England",Military - Royal Air Force,?,Sydenham - Hendon,Lockheed Hudson,N7253,414-1649,13   (passengers:10  crew:3),13   (passengers:10  crew:3),0,The aircraft went out of control while flying in thunderstorm activity and may have been struck by lightning.
?,"Algiers, Algeria",Air France,?,?,Liore et Olivier H-246 Air Boat,F-AREJ,403,10   (passengers:6  crew:4),4   (passengers:4  crew:0),0,Attacked by Royal Air Force fighters.  Crashed in the water while attempting to land and sank.
?,?,Deutsche Lufthansa,?,?,Siebel Si-204,?,?,4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,"Lufthansa chairman, Von Gablenz killed."
1300,Trinidad,KLM Royal Dutch Airlines,?,Trinidad - Curacao,Lockheed 14 Electra,PJ-AIP,1410,13   (passengers:10  crew:3),13   (passengers:10  crew:3),0,"Shortly after taking off all radio contact was lost with the aircraft. Next day, the wreckage was found near the airport. The cause was never determined. Possible encounter with a severe thunderstorm."
1342,"Near Dunbeath, Scotland",Military - Royal Air Force,?,Oban - Invergordon - Keflavik,Short Sunderland,W4026,?,15   (passengers:11  crew:4),14   (passengers:10  crew:4),0,"The plane crashed while on a flight to Iceland during WWII. The aircraft was part of the 228th Squadron RAF.  The plane hit high ground at Eagle Rock in the Scottish Highlands in poor visibility. Possible navigational error but exact cause unknown.  Prince George, Duke of Kent was among the dead."
?,Off West Africa,British Overseas Airways,?,Lagos - Bathurst - Lisbon - Poole,Short S-30 (flying boat),G-AFCZ,S-885,19   (passengers:13  crew:6),19   (passengers:13  crew:6),0,"Possible catastrophic in-flight fire possibly related to the design of its fuel-intake system, 90 minutes after departure."
?,"Ameur el Ain, Algeria",Air France,?,"Marseille, France - Dakar, Senegal",Dewoitine D-342,F-ARIZ,01,25   (passengers:18  crew:7),25   (passengers:18  crew:7),0,Crashed during takeoff after an in-flight failure of a wing.
0900,"Near Sao Paulo, Brazil",Panair do Brasil SA,?,Rio de Janeiro - Sao Paulo,Lockheed 18 Loadstar,PP-PBG,2081,15   (passengers:11  crew:4),15   (passengers:11  crew:4),0,"Struck a mountain, 5 miles from its destination in adverse weather."
?,"Kunming, China",China National Aviation Corporation,?,?,Douglas C-47,69,?,?   (passengers:?  crew:?),?   (passengers:?  crew:?),?,Crashed while attempting to land after losing oil pressure on one engine.
0930,"Near Coamo, Puerto Rico",Military - U.S. Army Air Forces,?,Juana Díaz-Losey Field - San Juan,Douglas C-39-DO  (DC-2),38-524,2081,22   (passengers:17  crew:5),22   (passengers:17  crew:5),0,The aircraft made a wide descending turn with engines running roughly and crashed into a hill in poor visibility.
1905,"Botwood, Newfoundland",American Export Airlines,71,"New York - Botwood - Foynes, Ireland",Sirkorsky 44A (flying boat),NC41880,4401,37   (passengers:26  crew:11),11   (passengers:6  crew:5),0,"While attempting to takeoff, aircraft porpoised, attained a height of 35 ft. and then crashed into the water and broke up. Inadvertent actuation of the wing flaps to the full 35 degrees position during the take-off run, thereby rendering the aircraft excessively nose-heavy and uncontrollable."
1340,"Yanaul, Russia",Aeroflot,?,Moscow - Kazan - Sverdlovsk,GVF PS-84,CCCP-L3903,505,12   (passengers:7  crew:5),10   (passengers:5  crew:5),0,Crashed while on final approach. Icing. Incorrect weather conditions supplied to crew.
?,"Budapest, Romania",Deutsche Lufthansa,7208,Budapest - Belgrade,Junkers JU-52/3m,D-AYGX,7208,17   (passengers:14  crew:3),17   (passengers:14  crew:3),0,The aircraft struck the north slope of Mt. Fruka Gora. Improper weather information provided to the crew.
17:15,"Palm Springs, California",American Airlines / Military - USAF,28,Palm Springs - New York City,Douglas DC-3 / Lockheed B-34,NC16017,1555,13   (passengers:10  crew:3),12   (passengers:10  crew:2),0,"Midair collision between an Army bomber and airliner over Chino Canyon near Palm Springs at 9,000 feet destroying the rudder of the DC-3.  All 12 aboard the DC-3 were killed. The Lockheed B-34 landed safely with minor damage. The reckless and irresponsible conduct of the bomber pilot, William Wilson, in deliberately maneuvering a bomber in dangerous proximity to an airliner in an unjustifiable attempt to attract the attention of the first officer, his friend aboard the airliner. Composer and song writer Ralph Rainger, 41, killed."
?,"La Esperanza, Colombia",Avianca,?,?,Boeing 247,C-144,1949,6   (passengers:4  crew:2),6   (passengers:4  crew:2),0,Struck a mouintian 8km from La Esperanza.
?,Norway,Military - Royal Air Force,?,?,Handley Page HP-57 Halifax,W7773,?,10   (passengers:7  crew:3),10   (passengers:7  crew:3),0,"After a flight of ten hours, while overflying the south part of Norway, the bomber was shot down by enemy fire and crashed."
?,"Near Kranoyarsk, Russia",Kranoyarskie Vozhjushnye Trassy,?,Kranoyarsk - Kirensk,Grazhdansky Vozdushnyi Flot PS-84,CCCP-L-3965,1841703,20   (passengers:16  crew:4),20   (passengers:16  crew:4),0,Stalled immediately after becoming airborne and crashed. Icing.
?,"Near Tashkent, Russia",Aeroflot,?,Chardzhou - Tashkent,Tupolev A.N.T. 20bis,SSSR-L-760,?,36   (passengers:30  crew:6),36   (passengers:30  crew:6),0,"While attempting to land, the attitude of the plane became almost vertical after which it dove into the ground and exploded. It was reported that after the captain left his seat a passenger disengaged the autopilot and assumed control of the plane."
0122,"Fairfield, Utah",Western Airlines,1,Salt Lake - Las Vegas - Burbank,Douglas DC-3A,NC16060,1900,19   (passengers:15  crew:4),17   (passengers:13  crew:4),0,"Crashed after performing a violent maneuver.  Failure of the left, or possibly both wing tips and of the horizontal  tail  surfaces as a result of a sever pull-up which caused unusual and  abnormally high air loads. The reason the pull-up maneuver was not determined."
1600,"Near Vienna, Austria",DDL,?,"Copenhagen, Denmark - Budapest, Hungary",Junkers JU-52/3m,OY-DAL,5610,16   (passengers:13  crew:3),2   (passengers:2  crew:0),0,Crashed 2 km from the airport  while attempting to land at Vienna to refuel.
1900,"Near Chilliwack, British Columbia, Canada",Canadian Pacific Air Lines,?,Prince George - Vancouver,Lockheed 14-H2 Super Electra,CF-CPD,1504,13   (passengers:10  crew:3),13   (passengers:10  crew:3),0,"Crashed into the slopes of M.t Cheam at 7,000 feet. Possible complete electrical failure resulting in the deviation from the prescribed route."
