Date,Time,Location,Operator,Flight #,Route,"AC
        Type",Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"March 17, 1988",1317,"Near Cucuta, N of  Santander, Colombia",AVIANCA,410,Cucuta - Cartagena,Boeing B-727-21,HK-1716,18999/240,143   (passengers:136  crew:7),143   (passengers:136  crew:7),0,"The aircraft struck a mountain at 6,200 feet after taking off in mist and haze. The crew took off under VFR conditions during adverse weather conditions. Inappropriate presence of a non-crew pilot in the cockpit and his great talkativeness distracting part of the crew which resulted in carelessness and disorientation in monitoring the heading and altitude necessary to maneuver the plane. VFR flight into IFR conditions."
"March 31, 1988",0410,"Cairo, Egypt",Arax Airlines,?,Cairo - Sharjah,Douglas DC-8-55F,5N-ARH,45859/253,4   (passengers:0  crew:4),4   (passengers:0  crew:4),0,During a second attempt to take off an engine on the cargo plane failed causing the plane to crash at the end of the runway.
"April 05, 1988",?,"Combi, Cyprus",Kuwait Airways,?,Bangkok - Kuwait,Boeing B-747-200,9K-ADA,21541,112   (passengers:?  crew:?),2   (passengers:?  crew:?),0,Hijacking. Two hostages killed on the ground.
"April 10, 1988",1510,"Near Mazâr-e Charif, Afghanistan",Military - Afghan Republican Air Force,?,Maimana - Mazar,Antonov AN-26,?,?,29   (passengers:26  crew:3),29   (passengers:26  crew:3),0,Shot down by Afghan guerillas with an anti-aircraft missile.
"April 12, 1988",2009,"Near Hennenman, South Africa",United Airways,?,Bloemfontein - Johannesburg,Douglas DC-3C,ZS-UAS,6154,24   (passengers:21  crew:3),24   (passengers:21  crew:3),0,The plane crashed after fire broke out at FL90 and an emergency descent was made. A leak at the right booster pump was the source of the fire.
"April 19, 1988",0503,"Bagdarin, USSR",Aeroflot,?,Muya - Bagdarin,Let 410UVP Turolet,CCCP67518,851422,17   (passengers:15  crew:2),17   (passengers:15  crew:2),0,Crashed into a mountain during descent  in poor weather.
"April 27, 1988",?,"Near Tchamulate, Angola",Military - Cuban Air Force,?,?,Antonov AN-26,14-27,7007,29   (passengers:26  crew:3),29   (passengers:26  crew:3),0,Shot down with a surface-to-air missile.
"April 28, 1988",1346,"Maui, Hawaii",Aloha Airlines,243,Hilo - Honolulu,Boeing B-737-297,N73711,20209,95   (passengers:90  crew:5),1   (passengers:0  crew:1),0,"The aircraft suffered separation of the top of the fuselage resulting in explosive decompression and severe structural damage. Fflight attendant C.B. Lansing was sucked out of the opening in the fuselage and her body never recovered. The plane named Queen Lili'uokalani, made a safe emergency landing at Kahuiui Airport on Maui. Failure of Aloha Airline's maintenance program to detect the presence of disbonding and fatigue damage which led to failure of the lap joint at S-10L and the separation of the fuselage upper lobe. Contributing factors were the failure of Aloha Airline's management to properly supervise its maintenance crew as well as the failure of the FAA to properly evaluate the Aloha Airlines maintenance program and to assess the airline's inspection and quality control deficiencies. In addition the maintenance program underestimated the need for inspections with the large number of pressurizations/depressurizations and humid salt air climate the plane was subjected to."
"May 06, 1988",2229,"Near Broennoysund, Norway",Wideroe's Flyveselksap,710,Namsos - Bronnoysund,de Havilland Canada DHC-7-102,LN-WFN,028,36   (passengers:33  crew:3),36   (passengers:33  crew:3),0,Crashed into a hillside during approach in foggy weather. The crew started the approach to 4NM too early. Navigation error. Pilot error.
"May 24, 1988",1255,"New Orleans, Louisiana",TACA,?,"Belize City, Belize - New Orleans, LA",Boeing B-737-3T0,N75356,23838,45   (passengers:38  crew:7),0   (passengers:0  crew:0),0,The aircraft encountered heavy rain and hail which resulted in flame-out of both engines. Attempts to restart engines were unsuccessful. The aircraft landed safely in a grassy field between a drainage ditch and levee with no power. Water ingestion due to heavy rain from a level 4 thunderstorm caused failure of both engines. A contributing cause of the incident was the inadequate design of the engines and the FAA water ingestion certification standards which did not reflect the waterfall rates that can be expected in moderate or higher intensity thunderstorms.
"May 26, 1988",?,"Puerto Limon, Costa Rica",Aeronica,?,?,Douglas DC-6,YN-CBE,?,6   (passengers:0  crew:6),6   (passengers:0  crew:6),0,The cargo plane crashed.
"May 26, 1988",2225,"Hannover, Germany",Starair,?,Billund - Hannover - Nurnberg,Fokker F-27 Friendship 600,OY-APE,10443,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,While landing the cargo plane pitched up for a go-around causing cargo to shift and the plane to lose control and crash.
"June 12, 1988",0923,"Posadas, Argentina",Austral Lineas Aeras (Argentina),?,Resistencia - Posadas,McDonnell Douglas MD-81,N1003G,48050/989,22   (passengers:16  crew:6),22   (passengers:16  crew:6),0,The airliner crashed 3 miles short of the runway in poor visibility. Crew's overconfidence and  incorrect in-flight planning.
"June 18, 1988",?,Central Mozambique,Military - Mozambique Air Force,?,?,Mil Mi-8 (helicopter),?,?,25   (passengers:?  crew:?),21   (passengers:?  crew:?),0,?
"June 26, 1988",1445,"Habsheim, France",Air France,296Q,Basel - Basel,Airbus A320-111,F-GFKC,009,136   (passengers:130  crew:6),3   (passengers:3  crew:0),0,"The plane was scheduled to perform a series of fly-bys at an air show. The plane was to descend to 100 ft. altitude with landing gear and flaps extended. The automatic go-around protection (Alpha Floor Function) was inhibited for the maneuver. During the maneuver, the plane descended thru 100 ft. to an altitude of 30 feet and hit trees at the end of the runway. The aircraft was totally destroyed by the successive impacts and violent fire which followed. The pilot allowed the aircraft to descend through 100 ft. at slow speed and maximum angle of attack and was late in applying go-around power. Unfamiliarity of the crew with the landing field and lack of planning for the flyby."
"July 03, 1988",1055,"Over the Persian Gulf, near Bandar Abbas, Iran",Iran Air,655,Bandar Abbas - Dubai,Airbus A300B2-203,EP-IBU,186,290   (passengers:278  crew:12),290   (passengers:278  crew:12),0,"The civilian Iranian airliner was shot down by the U.S. Navy vessel U.S.S. Vincennes with surface-to-air missiles. The Vincennes was protecting other civilian ships in the area from Iranian gunboats. The Vincennes responded to hostile action taking place against a ship by Iranian gun boats. However, orders to the captain were to send a helicopter to investigate but maintain position. In fact, the ship headed towards the hostilities and penetrated 2nm inside Iranian territorial waters and after the helicopter was fired upon, engaged the enemy boats. The ill-fated airliner was delayed in leaving Bandar Abbas because of a problem with the passport of a passenger. Soon after taking off the target appeared on the radar of the Vincennes. Because the plane was late and confusion of time zones, the crew was not expecting an airliner in the area. When the target was first identified, it squawked both 2 (military) and 3 (civilian). The reason for this was the radar tracker ball was left in the vicinity of the Bandar Abbas airport and the radar was picking up both the airliner and a military F-14 jet fighter at the same time. Playing it safe, the plane was misidentified as a F-14 Iranian fighter. The aircraft did not respond to 10 radio challenges from the Vincennes. However, 7 were on military frequencies which the airliner could not pick up. Three were on the civil emergency frequency addressed to the so called military F-14. When the plane was nearing 10 miles from the ship, it was reported to the captain that the aircraft was descending. At that time the surface-to-air missiles were fired destroying the aircraft. At the inquiry computer data showed that the plane was never descending and actually was ascending at a steady rate. Incredibly, a military investigation concluded that although the U.S. government regretted the loss of human life, the captain and crew were not at fault and acted properly in shooting down the airliner."
"July 06, 1988",1600,"Barranquilla, Colombia",Lineas Aéreas Suramericanas,?,Barranquilla - Miami,Canadair CL-44J,HK-3148,39,8   (passengers:0  crew:8),8   (passengers:0  crew:8),0,Shortly after taking off the crew of the cargo plane experienced failure of the No. 4 engine and a fire. While attemping to return to the airport control was lost and the plane crashed.
"July 20, 1988",1925,"Golden Meadow, Louisiana",TACA,?,El Salvador - New Orleans,Douglas C-118A,N33VX,44615/541,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane ran out of fuel and crashed into a dirt bank . Fuel starvaion. Open drain valve inside the No. 4 engine led to the loss of fuel.
"July 21, 1988",?,"Near Lagos, Nigeria",Angola Air Charter,?,"Oostende, Belgium - Lagos, Nigeria",Boeing 707-328C,D2-TOV,18881/436,6   (passengers:0  crew:6),6   (passengers:0  crew:6),0,Crashed on approach.
"August 02, 1988",?,"Sofia, Bulgaria",Balkan Bulgarian Airlines,?,Sofia  - Varna,Yakovlev YAK-40,LZ-DOK,9620247,37   (passengers:33  crew:4),29   (passengers:26  crew:3),0,"Crashed on takeoff from Sophia airport en route to Varna. Possible crew error. The stabilizer was set in the full ""Down"" position, instead it was supposed to be set between 2.5-3 degrees in ""the Up"" position."
"August 15, 1988",?,Northern Afghanistan,Military - Afghan Republican Air Force,?,Kaboul-Kunduz,Antonov AN-22,?,?,39   (passengers:35  crew:4),39   (passengers:35  crew:4),0,Shot down by a surface-to-air missile.
"August 17, 1988",1630,"Bahawalpur, Pakistan",Military - Pakistan Air Force,?,Bahawalpur - Islamabad,Lockheed C-130B Hercules,23494,3708,30   (passengers:?  crew:?),30   (passengers:?  crew:?),0,"Crashed shortly after taking off from Bahawalpur 60 miles near the Indian border. Act of sabotage. Detonation of a low level explosive device or incapacitating gas. U.S. Ambassador to Pakistan, Arnold Raphel, 45, and Muhammad Zia ul-Haq 64, killed. A recent report states that the accident was caused by the failure of the elevator control system due to a mechanical failure."
"August 26, 1988",2320,"Irkutsk, Russia",Aeroflot,?,Kirensk - Irkutsk,Let 410MU,CCCP-67235,770801,4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,"The crew failed to set the altimeters to the proper setting while landing. The plane descended until it contacted trees, broke up and caught fire. Crew fatigue was a factor."
"August 31, 1988",?,"Merida, Mexico",Aerocaribe,?,?,Convair CV-240,XA-HUL,229,20   (passengers:?  crew:?),1   (passengers:?  crew:?),0,Crashed while taking off.
"August 31, 1988",0919,"Kowloon Bay, Hong Kong",CAAC,301,Guangzhou - Hong Kong,Hawker Siddeley HS-121 Trident 2E,B-2218,2159,89   (passengers:78  crew:11),7   (passengers:1  crew:6),0,The right outboard flap of the plane hit the approach lights of Runway 31. The right main landing gear collapsed and the aircraft ran off the runway into the harbor.
"August 31, 1988",0901,"Dallas, Texas",Delta Air Lines,1141,"Dallas/Fort Worth, TX - Salt Lake City, UT",Boeing B-727-232 Adv,N473DA,20750/992,108   (passengers:101  crew:7),14   (passengers:12  crew:2),0,"The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system."
"August 31, 1988",1000,"Cerro de la Calera, Mexico",Transporte Aereo Federal,?,Uruapan - Lazro,Embraer 110P1 Bandeirante,XC-COX,110-192,20   (passengers:18  crew:2),20   (passengers:18  crew:2),0,The plane disappeared after taking off from Uruapan. Wreckage was found in the western Sierre Madre mountains.
"September 09, 1988",1138,"Bangkok, Thailand",Hang Khong (Vietnam),831,Hanoi - Bangkok,Tupolev TU-134A,VN-A102,60925,90   (passengers:84  crew:6),76   (passengers:73  crew:3),0,The aircraft crashed during approach in heavy rain and thunderstorms short of the runway. The crew descended below minimum altitude while over the outer marker. The plane lost height due to a microburst induced windshear when passing under a thunderstorm on final.
"September 12, 1988",1430,"Lago Agrio, Ecuador",TAME Ecuador,?,Lago Agrio - Quito,Lockheed L-188A Electra,HC-AZY,1052,7   (passengers:1  crew:6),7   (passengers:1  crew:6),0,The positioning flight took off with one bad engine. Another engine failed and the plane crashed and burst into flames.
"September 15, 1988",1305,"Bahar Dar, Ethiopia",Ethiopian Airlines,604,Bahar Dar - Asmara,Boeing B-737-230,ET-AJA,23914/1456,104   (passengers:98  crew:6),35   (passengers:35  crew:0),0,"During takeoff, the aircraft ingested numerous pigeons into both engines. One engine lost thrust almost immediately and the second lost thrust during the emergency return to the airport. The aircraft crashed while trying to land. Engine failure due to ingestion of 10-16 Columba Guinea birds."
"September 19, 1988",2030,"Near Miram, Pakistan",Military - Afghan Republican Air Force,?,?,Antonov AN-26,?,?,34   (passengers:?  crew:?),34   (passengers:?  crew:?),0,Accidentally shot down by Pakistani anti-aircraft fire after straying out of Afghan air space.
"October 02, 1988",?,"Sao Pedro da Aldeia, Brazil",Aramar,?,?,Beech King Air F90,PT-LJR,LA-093,8   (passengers:7  crew:1),8   (passengers:7  crew:1),0,?
"October 04, 1988",2300,"Near Batagay, Russia",Aeroflot,?,Tikis - Batagay,Antonov 12BP,CCCP-11418,401712,6   (passengers:0  crew:6),6   (passengers:0  crew:6),0,"The cargo flight crew decided on a visual approach, ignored the GPWS warning and flew into a mountain."
"October 07, 1988",1321,"Linfen, China",Shanxi Airlines,?,Sightseeing,Ilyushin IL-14P,B-4218,6341406,48   (passengers:44  crew:4),44   (passengers:40  crew:4),2,The sightseeing  plane crashed into a hotel shortly after takeoff. The left engine had failed following a fatigue fracture in the engine's oil pump drive shaft.
"October 11, 1988",1420,"Wurtsmith AFB, Michigan",Military - U.S. Air Force,?,Sawyer AFB - Wurtsmith AFB,Boeing KC-135A,60-0317,18092/431,17   (passengers:0  crew:17),6   (passengers:0  crew:6),0,Crashed after returning from Sawyer AFB in Michigan.
"October 17, 1988",0030,"Rome, Italy",Uganda Airlines,775,London - Rome,Boeing B-707-338C,5X-UBC,19630/746,52   (passengers:45  crew:7),33   (passengers:26  crew:7),0,"Undershot runway and hit  a building while performing a third landing attempt in fog. The crew's lack of adequate preparation in the procedure for a non-precision approach, especially in crew coordination, altitude callouts and their continued descent beyond MDA without having located the runway visual markings. Crew fatigue."
"October 19, 1988",0700,"Near Ahmedabad, India",Indian Airlines,113,Bombay - Ahmadabad,Boeing B-737-2A8,VT-EAH,20481/271,129   (passengers:124  crew:5),124   (passengers:119  crew:5),0,"The plane hit an electrical mast, 5 miles short of runway during an approach in fog and burst into flames. Error on the part of pilot-in-command as well as co-pilot due to non adherence to procedures under poor visibility conditions."
"October 19, 1988",0830,"Gauhati, India",Vayudoot,?,Silchar - Gauhati,Fokker F-27 Friendship 100,VT-DMC,10173,34   (passengers:31  crew:3),34   (passengers:31  crew:3),0,Crashed short of the runway. Controlled flight into terrain.
"October 25, 1988",1053,"Juliaca, Peru",Aero Peru,?,Juliaca - Arequipa,Fokker F-28 Fellowship 1000,OB-R-1020,11059,69   (passengers:65  crew:4),12   (passengers:11  crew:1),0,Crashed shortly after taking off from Manco Capac airport at Juliaca. The pilot tried to return to the runway but crashed in a high nose-up attitude into a pasture. The plane broke in two and burst into flames.
"November 02, 1988",?,"Near Rzeszow, Poland",LOT Polish Airlines,703,Warszawa - Rzeszow,Antonov AN-24B,SP-LTD,67302209,29   (passengers:25  crew:4),1   (passengers:1  crew:0),0,"The plane attempted to make an emergency landing due to engine failure, struck a ditch and caught fire."
"November 14, 1988",0714,"Ilmajoki, Finland",Wasa Wings,?,Helsink - Ilmajoki,Embraer 110P1 Bandeirante,OH-EBA,110226,12   (passengers:10  crew:2),6   (passengers:4  crew:2),0,"The aircraft struck trees 2,400 feet next to the runway while approaching in deteriorating weather conditions. A power failure caused all light to go out at the airport."
"November 18, 1988",0630,"Montluçon, France",Air Littoral,440,Montluçon - Paris,Swearingen SA-226TC Metro II,F-GCPG,TC-334E,4   (passengers:2  crew:2),4   (passengers:2  crew:2),0,While taking off the nose pitched down the plane descended and crashed to the ground and caught fire. Inadvertent activation of the Stall Avoidance System resulting in the stick pusher activation at a crucial altitude.
"November 30, 1988",0720,"Hamada al Hambra, Libya",Aero Club Libya,?,Hamada al Hambra - Tripoli,de Havilland Canada DHC-6 Twin Otter 300,5A-DDD,670,14   (passengers:12  crew:2),14   (passengers:12  crew:2),0,While attempting to land in mist and poor visibility the aircraft hit a  pylon and burned. VFR flight in IMC
"December 07, 1988",1933,"Kodinsk, Russia",Aeroflot,?,Krasnoyarsk - Kodinsk,Let 410UVP,CCCP-67127,790323,14   (passengers:12  crew:2),6   (passengers:4  crew:2),0,The aircraft struck the ground while the crew was in the base leg turn. Crew procedural errors. The radio altimeter warning was not set and the outer marker was not used during the approach.
"December 08, 1988",?,"Bîr Mogreïn, Mauritania",T & G Aviation,?,Dakar - Agadir,Douglas DC-7CF,N284,45203/776,5   (passengers:0  crew:5),5   (passengers:0  crew:5),0,Accidently struck by a surface-to-air missile by the Polisario.
"December 10, 1988",2000,Afghanistan,Military - Afghan Republican Air Force,?,Kabul - Khost,Antonov AN-32,?,?,25   (passengers:?  crew:?),25   (passengers:?  crew:?),0,Shot down by a Pakistani jet fighter while en route.
"December 11, 1988",?,"Leninakan, Armenia, USSR",Military - Russian Air Force / Military - Russian Air Force,?,?,Ilyushin IL-76 / Mi-8 (helicopter),CCCP-86732,083413388,83   (passengers:74  crew:9),77   (passengers:68  crew:9),0,A midair collision occurred between a soviet transport on an earthquake relief mission and a military Mi-8 helicopter.  As the transport approached for a landing in the darkness it struck the helicocopter.  Seventy-seven of 78 aboard the transport were killed. All five aboard the Mi-8 survived. The crew had used an incorrect altimeter setting.
"December 14, 1988",2150,"Near Luxor, Egypt",GAS Air,?,Dar-es-Salaam - Cairo,Boeing B-707-321C,5N-AYJ,19168/508,8   (passengers:5  crew:3),8   (passengers:5  crew:3),5,After 2 missed approaches at Cairo the plane diverted to Luxor but crashed into a residential neighborhood while attempting to land. Forced landing. Fuel exhaustion.
"December 21, 1988",1903,"Lockerbie, Scotland",Pan American World Airways,103,London - New York City,Boeing B-747-121A,N739PA,19646/15,259   (passengers:243  crew:16),259   (passengers:243  crew:16),11,"The airliner disappeared from radar shortly after leveling off at FL 310 while on a flight from Heathrow Airport, London,  to New York. The aircraft broke up with two main sections of wreckage coming down in the town of Lockerbie. Detonation of an explosive device in the forward cargo area planted by terrorists.  Musician Paul Jeffreys killed. The aircraft was named ""Clipper Maid of the Seas."""
